BE,uBE,N,Z,eBE,x,A,ee,eo,oe,oo,t,h,P,K,S,d,sp,sn,s2p,s2n,be_per_A
1444.1252462,0.0130858,104,78,0,676,182,1.0,0.0,0.0,0.0,32.11546826178415,0.75,3.3846153846153846,5.667051108097064,0.14285714285714285,1.0,1.3120389999999134,7.676083600000084,4.754307400000016,17.30669540000008,7.9347541
236.184,0.741,28,11,1,289,39,0.0,0.0,1.0,0.0,11.500315051230226,0.39285714285714285,0.0,3.3912114430141664,0.4358974358974359,0.0,27.73600000000002,1.9893500000000017,49.99600000000001,0.5387299999999584,6.056
637.406,0.231,38,39,1,1,77,0.0,0.0,1.0,0.0,18.099246023352887,1.0263157894736843,5.238095238095238,4.254320865115005,-0.012987012987012988,0.0,1.725999999999999,13.816000000000031,-0.1919999999998936,27.51952520000009,8.277999999999999
925.395031,0.0059619999999999,59,51,0,64,110,0.0,0.0,0.0,1.0,22.957704246655545,0.864406779661017,0.9,4.791419857062784,0.07272727272727272,-1.0,3.426717499999995,11.458322299999963,4.191540199999963,20.29186500000003,8.4126821
945.1952272,0.0095984,68,44,0,576,112,1.0,0.0,0.0,0.0,23.235142934254814,0.6470588235294118,4.2,4.820284528350459,0.21428571428571427,1.0,10.425037299999985,4.30825690000006,22.437411200000042,10.732974200000058,8.4392431
528.924,0.396,31,35,1,16,66,0.0,0.0,0.0,1.0,16.331620904278438,1.1290322580645162,2.1,4.04124002062219,-0.06060606060606061,-1.0,-0.7630000000000337,16.992000000000075,-3.784110000000055,31.327999999999975,8.014
1046.656,0.256,68,60,1,64,128,1.0,0.0,0.0,0.0,25.398416831491186,0.8823529411764706,5.833333333333333,5.039684199579492,0.0625,1.0,0.049999999999954525,9.982999999999947,1.7940000000000964,22.270767999999862,8.177
1918.413,0.259,159,100,1,3481,259,0.0,1.0,0.0,0.0,40.63184184569578,0.6289308176100629,8.974358974358974,6.374311087929093,0.2277992277992278,0.0,4.5470000000000255,6.106999999999971,9.855000000000018,13.384180000000015,7.407
1504.5345995,0.0073535,110,81,0,841,191,0.0,0.0,1.0,0.0,33.16568041084109,0.7363636363636363,0.9411764705882353,5.758965220492401,0.1518324607329843,0.0,3.5578548999999384,7.660606899999948,4.179557899999963,17.33688899999993,7.8771445
1172.3595883999997,0.2003001,79,64,0,225,143,0.0,1.0,0.0,0.0,27.34580368248674,0.810126582278481,2.4705882352941178,5.229321531755983,0.1048951048951049,0.0,1.4258404000004248,11.599512400000549,4.589229600000408,20.837944100000414,8.198318799999997
1416.2164533,0.0279483,102,75,0,729,177,0.0,0.0,1.0,0.0,31.524546249173255,0.7352941176470589,5.185185185185185,5.61467240800149,0.15254237288135594,0.0,4.564025099999981,7.455599499999835,6.390485900000158,16.457768100000067,8.0012229
1407.669034,0.0101282,100,78,0,484,178,1.0,0.0,0.0,0.0,31.6431712450704,0.78,3.272727272727273,5.6252263283418555,0.12359550561797752,1.0,0.2800606000000698,8.341952100000071,2.8309639999999945,18.575023999999985,7.908253
1756.0925151,0.0511434,138,93,0,2025,231,0.0,0.0,1.0,0.0,37.64794886261285,0.6739130434782609,5.739130434782608,6.135792439661959,0.19480519480519481,0.0,4.551749700000073,6.411484900000005,7.018484900000203,13.817797700000028,7.6021320999999995
1645.544,0.212,132,80,1,2704,212,1.0,0.0,0.0,0.0,35.55417239989791,0.6060606060606061,1.5,5.96273195774369,0.24528301886792453,1.0,8.492824299999938,2.862999999999829,17.74863699999969,7.391999999999825,7.7620000000000005
1685.47354,0.0019619999999999,134,84,0,2500,218,1.0,0.0,0.0,0.0,36.22188069037562,0.6268656716417911,1.6,6.018461654806452,0.22935779816513763,1.0,5.249602999999979,3.746606000000156,12.322603999999956,9.235828000000083,7.73153
1395.4208372000005,0.0279395,101,72,0,841,173,0.0,1.0,0.0,0.0,31.047793084354215,0.7128712871287128,6.551724137931035,5.5720546555426225,0.1676300578034682,0.0,3.6179499999993823,8.504096199999594,8.798937799999521,15.212600299999394,8.066016400000002
1822.744,0.242,150,92,1,3364,242,1.0,0.0,0.0,0.0,38.833831688586685,0.6133333333333333,7.0588235294117645,6.231679684369752,0.2396694214876033,1.0,6.074000000000069,4.130000000000109,13.310957600000165,9.323519999999917,7.532
1950.135,0.53,162,103,1,3481,265,0.0,0.0,1.0,0.0,41.256962399927446,0.6358024691358025,7.333333333333333,6.423158288562368,0.22264150943396227,0.0,5.2309999999999945,4.699000000000069,8.844000000000051,14.425410000000284,7.359
1011.4344786,0.0007259,69,50,0,361,119,0.0,1.0,0.0,0.0,24.193459516997326,0.7246376811594203,0.0,4.9186847344587274,0.15966386554621848,0.0,5.6411213999999745,9.104081399999927,13.056077500000015,15.27428580000003,8.4994494
1489.814586,0.012521,108,82,0,676,190,1.0,0.0,0.0,0.0,33.0498176243004,0.7592592592592593,0.0,5.748897078944831,0.1368421052631579,1.0,0.11172229999988303,7.94595019999997,2.2278203999999278,18.27786839999999,7.8411294
1524.9585216,0.0025728,114,78,0,1296,192,1.0,0.0,0.0,0.0,33.28134116883046,0.6842105263157895,3.0,5.768998281229633,0.1875,1.0,4.40528479999989,6.262465900000052,10.473373999999922,14.61422639999978,7.9424923000000005
995.19902,0.0025134,71,47,0,576,118,0.0,0.0,0.0,1.0,24.057731387639894,0.6619718309859155,2.357142857142857,4.904868131524016,0.2033898305084746,-1.0,11.712113899999963,7.163279399999965,20.75188000000003,12.24035200000003,8.43389
1578.8291313,0.0121806,118,83,0,1225,201,0.0,0.0,1.0,0.0,34.3134225418098,0.7033898305084746,0.8888888888888888,5.857766002650652,0.17412935323383086,0.0,3.8015393000000586,7.393180100000109,5.311554800000067,16.23853729999996,7.8548713
1672.456676,0.030712,127,93,0,1156,220,0.0,0.0,0.0,1.0,36.44308387191581,0.7322834645669292,0.9166666666666666,6.036810736797685,0.15454545454545454,-1.0,1.8393240000000333,8.690323999999919,1.9884339999998701,15.343012600000066,7.6020758
1381.924,0.519,108,65,1,1849,173,0.0,0.0,1.0,0.0,31.047793084354215,0.6018518518518519,8.181818181818182,5.5720546555426225,0.24855491329479767,0.0,11.990000000000009,3.63799999999992,21.401000000000067,9.638750000000073,7.9879999999999995
470.6080307,0.2496408,38,21,0,289,59,0.0,0.0,1.0,0.0,15.155421094002051,0.5526315789473685,0.9090909090909091,3.8929964158732604,0.288135593220339,0.0,18.559117300000025,1.7719693000000234,33.925513000000024,4.825969300000054,7.976407299999999
1184.3242554,0.0067496,87,56,0,961,143,0.0,1.0,0.0,0.0,27.34580368248674,0.6436781609195402,2.727272727272727,5.229321531755983,0.21678321678321677,0.0,8.20141979999994,5.901250199999822,17.70779359999983,9.721614099999897,8.281987800000001
908.8626973,0.0096514,58,49,0,81,107,0.0,0.0,1.0,0.0,22.538370740628164,0.8448275862068966,0.8888888888888888,4.7474593985234,0.08411214953271028,0.0,5.79225109999993,8.624475500000017,7.262257599999998,19.065496999999937,8.494043900000001
1211.6455755,0.0025180999999999,93,56,0,1369,149,0.0,1.0,0.0,0.0,28.105469568479982,0.6021505376344086,3.8823529411764706,5.301459192380904,0.2483221476510067,0.0,10.76950950000014,5.130499500000042,22.97238739999989,8.283424500000137,8.1318495
904.3872463,0.4308116,68,41,0,729,109,0.0,0.0,1.0,0.0,22.818354974292443,0.6029411764705882,5.478260869565218,4.776856181035017,0.24770642201834864,0.0,15.13498370000002,3.6914306999999553,26.912810299999933,8.365753700000027,8.2971307
1545.3586200000002,0.001326,118,77,0,1681,195,0.0,0.0,1.0,0.0,33.62712520483358,0.652542372881356,3.076923076923077,5.798889997648997,0.21025641025641026,0.0,8.241201199999978,5.814525199999707,14.025375599999734,12.714439099999709,7.924916000000001
1067.1603712,0.0544512,71,57,0,196,128,0.0,0.0,0.0,1.0,25.398416831491186,0.8028169014084507,4.277777777777778,5.039684199579492,0.109375,-1.0,4.951030699999819,10.769420900000114,7.127973799999836,19.144575799999984,8.3371904
1079.4023552,0.0036224,75,53,0,484,128,0.0,0.0,0.0,1.0,25.398416831491186,0.7066666666666667,2.1,5.039684199579492,0.171875,-1.0,8.247006399999918,8.840457999999899,13.73966879999989,15.340787799999816,8.4328309
1429.9690131999998,0.0097916,102,80,0,484,182,1.0,0.0,0.0,0.0,32.11546826178415,0.7843137254901961,1.8181818181818181,5.667051108097064,0.12087912087912088,1.0,0.2993471000002046,8.299082300000237,2.05264440000019,18.910540400000173,7.856972599999999
1075.6999110000002,0.0019737,80,49,0,961,129,0.0,0.0,1.0,0.0,25.530528603808893,0.6125,0.6666666666666666,5.05277434720856,0.24031007751937986,0.0,14.586298999999826,5.142968999999766,23.724466499999835,11.33211540000002,8.338759000000001
486.5062119,0.0847647,34,23,0,121,57,0.0,0.0,1.0,0.0,14.810960957438846,0.6764705882352942,2.0,3.8485011312768047,0.19298245614035087,0.0,14.845712700000036,4.066836100000103,25.668209699999977,9.318188700000121,8.5351967
1798.953,0.239,142,97,1,2025,239,0.0,0.0,1.0,0.0,38.51222415000313,0.6830985915492958,7.741935483870968,6.205821794895751,0.18828451882845187,0.0,3.504599999999982,6.567000000000007,4.932000000000016,14.331000000000131,7.527
702.2280494,0.0022386,50,32,0,324,82,1.0,0.0,0.0,0.0,18.874519380186243,0.64,0.0,4.344481485768611,0.21951219512195122,1.0,11.54323260000001,3.632685199999969,25.110604599999988,8.876000200000021,8.5637567
1082.4494619,0.0105006,73,56,0,289,129,0.0,1.0,0.0,0.0,25.530528603808893,0.7671232876712328,3.6,5.05277434720856,0.13178294573643412,0.0,3.8554851000001236,10.267228100000239,9.22553199999993,17.76073220000012,8.3910811
1781.872924,0.0176292,140,96,0,1936,236,1.0,0.0,0.0,0.0,38.189268112707936,0.6857142857142857,7.0,6.179746605865644,0.1864406779661017,1.0,2.0260759999998754,6.676987700000154,5.269076000000041,14.550266799999918,7.550309
669.5903753,0.001694,44,33,0,121,77,0.0,0.0,1.0,0.0,18.099246023352887,0.75,2.727272727272727,4.254320865115005,0.14285714285714285,0.0,10.39858629999992,6.971952699999974,16.729677100000004,15.862383500000078,8.6959789
1102.5065436,0.0204072,74,58,0,256,132,1.0,0.0,0.0,0.0,25.92483220379743,0.7837837837837838,4.0,5.091643369659488,0.12121212121212122,1.0,2.757876799999849,8.020859699999846,7.755695800000012,18.506850800000166,8.352322299999999
1531.3567201,0.013731,112,87,0,625,199,0.0,0.0,1.0,0.0,34.08542532669918,0.7767857142857143,3.6842105263157894,5.838272460814002,0.12562814070351758,0.0,1.666479900000013,8.709119899999905,0.27150989999995545,19.325456599999825,7.695259900000001
1063.4795136,0.0318528,75,51,0,576,126,0.0,0.0,0.0,1.0,25.133156184720164,0.68,0.875,5.0132979349645845,0.19047619047619047,-1.0,9.176329399999986,8.37648339999987,15.922841600000083,14.379353600000059,8.4403136
868.7508300000001,0.0081702,55,47,0,64,102,0.0,0.0,0.0,1.0,21.830655745813875,0.8545454545454545,1.875,4.672328728355259,0.0784313725490196,-1.0,5.693904099999941,10.627325999999925,8.513921999999866,19.01240999999993,8.517165
1466.865,0.555,115,70,1,2025,185,0.0,1.0,0.0,0.0,32.46742297798574,0.6086956521739131,5.739130434782608,5.698019215305065,0.24324324324324326,0.0,9.230999999999995,7.255179999999882,19.223999999999933,11.235560000000078,7.929
871.622,0.321,54,53,1,1,107,0.0,0.0,1.0,0.0,22.538370740628164,0.9814814814814815,1.7142857142857142,4.7474593985234,0.009345794392523364,0.0,0.4659688000000415,11.386000000000081,-4.37982999999997,24.359787600000118,8.145999999999999
1529.9054278,0.0079785,112,85,0,729,197,0.0,0.0,1.0,0.0,33.856663005926926,0.7589285714285714,2.4705882352941178,5.818647867496961,0.13705583756345177,0.0,2.164023199999974,8.424802999999883,1.4512922999999773,18.61074389999999,7.766017400000001
1726.8519017,0.0769984,134,93,0,1681,227,0.0,0.0,1.0,0.0,37.21207647376352,0.6940298507462687,4.631578947368421,6.100170200393062,0.18061674008810572,0.0,3.7601874999998017,6.8600982999998905,4.976559599999973,14.920289199999843,7.6072771
1407.472,0.528,109,67,1,1764,176,0.0,0.0,0.0,1.0,31.405697642158753,0.6146788990825688,7.96875,5.604078661310774,0.23863636363636365,-1.0,10.82899999999995,4.988000000000056,19.554000000000087,8.874000000000024,7.997
815.575,0.505,65,36,1,841,101,0.0,1.0,0.0,0.0,21.68773755577532,0.5538461538461539,5.217391304347826,4.657009507803835,0.2871287128712871,0.0,16.004918599999883,4.795159999999896,33.351,6.455539999999928,8.075000000000001
1841.2495535,0.0018865,150,95,0,3025,245,0.0,0.0,1.0,0.0,39.15411297284888,0.6333333333333333,8.432432432432432,6.257324745675973,0.22448979591836735,0.0,6.572460099999944,4.980446499999971,10.988824099999874,11.003446499999882,7.5153043
169.65,0.598,10,16,1,36,26,1.0,0.0,0.0,0.0,8.776382955329126,1.6,1.3333333333333333,2.9624960684073702,-0.23076923076923078,1.0,-6.029690000000016,18.269999999999982,-8.925660000000022,39.7561508,6.525
590.544,0.504,35,37,1,4,72,0.0,0.0,0.0,1.0,17.306994843688898,1.0571428571428572,3.9375,4.160167646103808,-0.027777777777777776,-1.0,0.9020000000000437,15.726993300000004,-1.9105299999999943,29.702710199999956,8.202
1252.3883526,0.0049588,86,68,0,324,154,1.0,0.0,0.0,0.0,28.730762177301624,0.7906976744186046,3.111111111111111,5.3601084109653625,0.11688311688311688,1.0,1.309927400000106,7.675529399999959,5.238516600000139,17.749357800000098,8.1323919
1484.5164618,0.0008184,111,75,0,1296,186,0.0,0.0,0.0,1.0,32.584317547703584,0.6756756756756757,4.7727272727272725,5.708267473384861,0.1935483870967742,-1.0,6.58066000000008,7.360543500000176,10.995563800000127,13.232181000000082,7.9812712999999995
762.68,0.368,58,34,1,576,92,1.0,0.0,0.0,0.0,20.379423055219398,0.5862068965517241,3.4285714285714284,4.514357435474001,0.2608695652173913,1.0,13.460669800000005,2.2450000000000045,29.207189200000016,6.240000000000009,8.29
1279.9205951999998,0.0035256,93,63,0,900,156,0.0,0.0,0.0,1.0,28.978978026935593,0.6774193548387096,5.958333333333333,5.383212612087283,0.19230769230769232,-1.0,8.030035200000157,7.4476123000001735,13.965989600000285,13.33026080000036,8.204619199999998
1132.131,0.429,75,68,1,49,143,0.0,1.0,0.0,0.0,27.34580368248674,0.9066666666666666,4.666666666666667,5.229321531755983,0.04895104895104895,0.0,-1.7309999999999945,13.532999999999902,-2.362400000000207,24.243999999999915,7.917000000000001
1653.24808,0.0023956,127,85,0,1764,212,0.0,0.0,0.0,1.0,35.55417239989791,0.6692913385826772,0.75,5.96273195774369,0.19811320754716982,-1.0,4.356771199999912,6.022686799999974,6.90813019999996,10.893644799999947,7.7983400000000005
993.635388,0.300168,64,56,0,64,120,1.0,0.0,0.0,0.0,24.328807982293597,0.875,4.2,4.93242414866094,0.06666666666666667,1.0,0.6216119999999137,9.92751629999998,3.5926119999999173,21.862929399999985,8.2802949
1273.0543855,0.0009765,91,64,0,729,155,0.0,1.0,0.0,0.0,28.855003552528782,0.7032967032967034,5.478260869565218,5.371685354944832,0.17419354838709677,0.0,5.309688499999993,8.536361299999953,11.932320399999753,14.896244899999829,8.2132541
906.848437,0.061941,57,53,0,16,110,0.0,0.0,0.0,1.0,22.957704246655545,0.9298245614035088,2.1,4.791419857062784,0.03636363636363636,-1.0,1.3535630000000083,12.557270300000027,0.5755629999999883,22.73813419999999,8.244076699999999
708.4,0.528,57,31,1,676,88,0.0,0.0,0.0,1.0,19.7843497729948,0.543859649122807,2.1,4.4479601811386305,0.29545454545454547,-1.0,17.928999999999974,4.108969999999999,33.200000000000045,5.340349999999944,8.049999999999999
512.1744216,0.0023305,34,25,0,81,59,0.0,0.0,1.0,0.0,15.155421094002051,0.7352941176470589,2.0,3.8929964158732604,0.15254237288135594,0.0,13.17681240000013,5.513930400000049,21.950789400000076,12.359436099999925,8.6809224
1182.5120736,0.0201312,89,55,0,1156,144,0.0,0.0,0.0,1.0,27.47314182127996,0.6179775280898876,2.9166666666666665,5.241482788417793,0.2361111111111111,-1.0,11.533795900000086,4.854385400000183,20.52775120000001,8.181655400000182,8.211889399999999
1634.1909548,0.0218784,123,89,0,1156,212,0.0,0.0,0.0,1.0,35.55417239989791,0.7235772357723578,2.1,5.96273195774369,0.16037735849056603,-1.0,2.4684561999999914,9.229885599999989,2.4176370000000134,17.008948799999416,7.7084479
1806.4964136,0.0015057,147,92,0,3025,239,0.0,1.0,0.0,0.0,38.51222415000313,0.6258503401360545,6.774193548387097,6.205821794895751,0.2301255230125523,0.0,5.545418400000017,5.928506399999833,12.195505899999944,10.402586399999791,7.5585624000000005
1244.4321173,0.0046055,90,61,0,841,151,0.0,0.0,1.0,0.0,28.356413335678806,0.6777777777777778,4.631578947368421,5.325074021614986,0.19205298013245034,0.0,8.665686699999924,5.9395363000001,14.559150999999929,13.404383499999994,8.2412723
1713.8241523,0.0020962,135,88,0,2209,223,0.0,1.0,0.0,0.0,36.77363620550805,0.6518518518518519,3.6,6.064126994506963,0.21076233183856502,0.0,4.288058900000124,6.478734100000111,9.501000199999908,11.38283269999988,7.6853101
526.846614,0.000354,32,28,0,16,60,1.0,0.0,0.0,0.0,15.32618864787106,0.875,0.0,3.9148676411688634,0.06666666666666667,1.0,4.7997887999999875,7.820100099999991,11.272782200000051,18.415826999999922,8.780776900000001
434.79516,9.5e-05,27,23,0,16,50,0.0,0.0,0.0,1.0,13.572088082974531,0.8518518518518519,0.75,3.6840314986403864,0.08,-1.0,9.516447299999982,11.051185199999964,16.066092400000002,18.362427999999966,8.6959032
1301.0481515,0.0380605,90,73,0,289,163,0.0,0.0,1.0,0.0,29.839513369337435,0.8111111111111111,4.235294117647059,5.462555571281397,0.10429447852760736,0.0,2.9898944999999912,8.819487700000082,2.7026650000000245,19.455873999999994,7.9818904999999996
1645.7560065000002,0.0419256999999999,130,81,0,2401,211,0.0,0.0,1.0,0.0,35.44227874406976,0.6230769230769231,0.8,5.953341813139051,0.23222748815165878,0.0,8.759897099999762,3.6039934999996603,13.731615599999714,8.280817799999795,7.799791500000001
802.1768565,0.1304068,61,36,0,625,97,0.0,1.0,0.0,0.0,21.111276288848163,0.5901639344262295,4.631578947368421,4.594700892207039,0.25773195876288657,0.0,14.23462470000004,4.755143500000031,29.672969999999964,7.14814350000006,8.2698645
1069.4096214,0.0092202,77,50,0,729,127,0.0,1.0,0.0,0.0,25.26596056564665,0.6493506493506493,0.0,5.026525695313479,0.2125984251968504,0.0,8.449245799999971,7.963165799999842,18.113242799999853,13.263655499999913,8.4205482
1437.735078,0.015714,104,76,0,784,180,1.0,0.0,0.0,0.0,31.879757075478327,0.7307692307692307,4.714285714285714,5.64621617328617,0.15555555555555556,1.0,2.395802200000162,7.265082300000131,6.390168200000062,16.395545400000174,7.9874171
944.9694156,0.0111834,60,54,0,36,114,1.0,0.0,0.0,0.0,23.510935004498354,0.9,2.857142857142857,4.848807585839879,0.05263157894736842,1.0,-0.12941560000001573,9.642180399999916,1.8225843999999825,22.10361839999996,8.2892054
278.122,0.304,16,22,1,36,38,1.0,0.0,0.0,0.0,11.302878635921052,1.375,1.3333333333333333,3.361975406798963,-0.15789473684210525,1.0,-3.913000000000011,16.951999999999998,-5.436200000000042,36.512527999999975,7.319
1724.780385,0.0047475,136,89,0,2209,225,0.0,0.0,1.0,0.0,36.993181114957046,0.6544117647058824,4.117647058823529,6.082201995573399,0.2088888888888889,0.0,5.728622000000087,5.399407800000063,9.384866500000044,11.930421800000204,7.6656906000000005
1276.5135842,0.007979,88,70,0,324,158,1.0,0.0,0.0,0.0,29.226135354653636,0.7954545454545454,4.0,5.406120175750225,0.11392405063291139,1.0,0.9879589000001943,7.895220999999992,4.507071799999949,18.296239799999967,8.079199899999999
623.5472592,0.0040824,39,33,0,36,72,0.0,0.0,0.0,1.0,17.306994843688898,0.8461538461538461,3.4375,4.160167646103808,0.08333333333333333,-1.0,7.2865551000001005,10.794263499999943,11.63629179999998,18.772888800000032,8.6603786
848.49947,0.005,53,47,0,36,100,0.0,0.0,0.0,1.0,21.544346900318832,0.8867924528301887,1.5,4.641588833612778,0.06,-1.0,4.98746570000003,11.267726500000094,7.134863800000176,20.25136000000009,8.4849947
1056.2459317,0.0061976,79,48,0,961,127,0.0,1.0,0.0,0.0,25.26596056564665,0.6075949367088608,1.2,5.026525695313479,0.2440944881889764,0.0,12.737889100000075,6.56836589999989,26.42734519999999,10.52358019999997,8.3168971
1385.4237201,0.0009747,102,69,0,1089,171,0.0,0.0,1.0,0.0,30.808040291421882,0.6764705882352942,7.878787878787879,5.550499102911546,0.19298245614035087,0.0,7.334153899999819,6.234592300000031,12.248677499999985,13.188430799999878,8.1018931
1499.0867328000002,0.0007331999999999,112,76,0,1296,188,1.0,0.0,0.0,0.0,32.817480272024206,0.6785714285714286,4.2,5.728654315982437,0.19148936170212766,1.0,4.6013117999998485,5.920815299999731,10.747146199999861,13.713160199999948,7.973865600000001
1227.6833544,0.0033078,85,64,0,441,149,0.0,1.0,0.0,0.0,28.105469568479982,0.7529411764705882,2.4705882352941178,5.301459192380904,0.14093959731543623,0.0,3.2675855999998475,8.708190599999853,8.203159499999856,15.204380199999832,8.2394856
1828.925,0.245,145,100,1,2025,245,0.0,1.0,0.0,0.0,39.15411297284888,0.6896551724137931,8.06060606060606,6.257324745675973,0.1836734693877551,0.0,1.5610000000001492,8.193356799999947,4.148159999999962,14.682999999999993,7.465
272.5493505,0.0073604999999999,22,13,0,81,35,0.0,0.0,1.0,0.0,10.699874805650794,0.5909090909090909,1.4285714285714286,3.2710663101885897,0.2571428571428571,0.0,19.501365900000053,1.8972039000000223,33.35022520000001,6.109341499999971,7.7871243
1519.1167872,0.0155328,112,80,0,1024,192,1.0,0.0,0.0,0.0,33.28134116883046,0.7142857142857143,1.75,5.768998281229633,0.16666666666666666,1.0,2.7547012999998515,7.122001799999907,6.77432419999991,16.315108399999872,7.9120666
796.9383252000001,0.0017848,51,41,0,100,92,0.0,0.0,0.0,1.0,20.379423055219398,0.803921568627451,0.9,4.514357435474001,0.10869565217391304,-1.0,7.642758299999855,8.830870499999946,12.28298099999995,16.058406399999967,8.662373100000002
915.936,0.336,71,41,1,900,112,0.0,0.0,0.0,1.0,23.235142934254814,0.5774647887323944,4.95,4.820284528350459,0.26785714285714285,-1.0,15.861999999999966,4.222999999999956,29.153628599999934,7.121999999999957,8.178
800.9892375000001,0.0075515999999999,55,38,0,289,93,0.0,1.0,0.0,0.0,20.526833787405323,0.6909090909090909,3.3333333333333335,4.530654896083492,0.1827956989247312,0.0,9.554601700000035,6.831196099999943,20.152040499999885,11.174074999999903,8.612787500000001
1818.6919195,0.0011086,147,94,0,2809,241,0.0,1.0,0.0,0.0,38.726777622501196,0.6394557823129252,7.636363636363637,6.223084253206058,0.21991701244813278,0.0,4.776071900000034,6.309553300000061,10.351122799999985,11.34319460000006,7.5464395
1660.127112,0.0030459,129,84,0,2025,213,0.0,1.0,0.0,0.0,35.665890259784945,0.6511627906976745,1.2,5.972092619826399,0.2112676056338028,0.0,4.014612800000123,5.887776200000189,9.093413999999939,10.030900000000202,7.794023999999999
1173.6126333999998,0.0070715999999999,87,55,0,1024,142,0.0,0.0,0.0,1.0,27.218168369146653,0.632183908045977,2.5,5.217103446276167,0.22535211267605634,-1.0,10.711622000000261,5.232276700000284,18.9130418000002,8.899440200000072,8.2648777
1355.0342499,0.0182457,95,76,0,361,171,0.0,1.0,0.0,0.0,30.808040291421882,0.8,4.105263157894737,5.550499102911546,0.1111111111111111,0.0,0.37110649999999623,11.017717299999731,2.217458899999883,19.28364939999983,7.924176900000001
1966.316,0.536,164,104,1,3600,268,1.0,0.0,0.0,0.0,41.56775114084875,0.6341463414634146,6.666666666666667,6.447305727266913,0.22388059701492538,1.0,3.5709999999999127,9.038819999999987,8.463999999999942,15.352199999999812,7.337
443.802814,0.0030732,31,21,0,100,52,0.0,0.0,0.0,1.0,13.93163953576523,0.6774193548387096,0.75,3.7325111568172478,0.19230769230769232,-1.0,13.646842800000002,6.317308499999967,23.952648799999963,10.057006999999999,8.5346695
1675.023,0.217,135,82,1,2809,217,0.0,1.0,0.0,0.0,36.1110255531613,0.6074074074074074,0.0,6.009245006917366,0.24423963133640553,0.0,6.373504000000594,4.667000000000144,14.197146000000203,7.773000000000138,7.718999999999999
1035.7736397,0.0095325,69,54,0,225,123,0.0,1.0,0.0,0.0,24.732617117726065,0.782608695652174,3.0588235294117645,4.97318983326859,0.12195121951219512,0.0,3.781773899999962,10.490471499999785,8.998660299999983,18.093735299999935,8.4209239
641.0744024,0.002997,43,31,0,144,74,0.0,0.0,0.0,1.0,17.626028979376553,0.7209302325581395,2.1,4.198336453808407,0.16216216216216217,-1.0,11.096317599999907,8.482335099999887,18.819704799999954,14.389664799999991,8.663167600000001
1534.346,0.194,119,75,1,1936,194,0.0,0.0,0.0,1.0,33.51206218930888,0.6302521008403361,3.5,5.788960372062403,0.2268041237113402,-1.0,9.6142554999999,6.348999999999933,16.827145199999904,11.309999999999945,7.909
863.561988,0.0087618,62,40,0,484,102,1.0,0.0,0.0,0.0,21.830655745813875,0.6451612903225806,5.454545454545454,4.672328728355259,0.21568627450980393,1.0,10.73620799999992,4.2988830999997845,23.34026719999997,10.278865599999904,8.466294
1604.5425902,0.0085902,120,86,0,1156,206,1.0,0.0,0.0,0.0,34.880134177302764,0.7166666666666667,2.4,5.9059405836244885,0.1650485436893204,1.0,1.0050721000000067,7.573140700000067,3.717091400000072,16.66511219999984,7.789041699999999
1548.5161717,0.0053929,114,85,0,841,199,0.0,0.0,1.0,0.0,34.08542532669918,0.7456140350877193,2.4,5.838272460814002,0.1457286432160804,0.0,2.4660483000000113,8.235848299999816,2.1660049999998137,18.108701899999687,7.7814883
867.4099372,0.0058378,56,45,0,121,101,0.0,0.0,1.0,0.0,21.68773755577532,0.8035714285714286,2.727272727272727,4.657009507803835,0.10891089108910891,0.0,7.779510200000004,7.442206400000032,11.968218800000045,16.761910899999975,8.588217199999999
742.86,0.18,45,45,1,0,90,0.0,0.0,0.0,1.0,20.08298850246508,1.0,2.5,4.481404746557164,0.0,-1.0,1.7930000000000064,14.987999999999943,0.5,27.494741199999908,8.254
1480.1967978,0.0165168,109,77,0,1024,186,0.0,0.0,0.0,1.0,32.584317547703584,0.7064220183486238,3.8636363636363638,5.708267473384861,0.17204301075268819,-1.0,4.801973499999804,8.44834260000016,7.776897799999915,15.315227800000002,7.9580473000000005
1397.6723976,0.0015743,102,71,0,961,173,0.0,0.0,1.0,0.0,31.047793084354215,0.696078431372549,7.096774193548387,5.5720546555426225,0.1791907514450867,0.0,6.252535800000032,6.760598399999935,10.105582400000003,14.427312399999892,8.079031200000001
591.446,0.365,35,38,1,9,73,0.0,1.0,0.0,0.0,17.466876118408518,1.0857142857142856,4.117647058823529,4.179339196381232,-0.0410958904109589,0.0,-2.812530000000038,16.908000000000015,-2.8455000000000155,30.792370000000005,8.102
1819.598,0.242,145,97,1,2304,242,0.0,0.0,0.0,1.0,38.833831688586685,0.6689655172413793,8.382352941176471,6.231679684369752,0.19834710743801653,-1.0,4.116999999999962,7.155010299999958,6.254000000000133,13.20211960000006,7.519
1931.988,0.262,159,103,1,3136,262,0.0,0.0,0.0,1.0,40.94499862637359,0.6477987421383647,7.638888888888889,6.39882791035777,0.21374045801526717,-1.0,4.7439999999999145,6.585000000000036,7.3559999999999945,11.844000000000051,7.3740000000000006
1587.865835,0.007831,118,87,0,961,205,0.0,0.0,1.0,0.0,34.76716195915227,0.7372881355932204,3.076923076923077,5.896368539970366,0.15121951219512195,0.0,2.413541799999848,8.008357599999954,2.1218856999998934,17.681827299999895,7.745687
