BE,uBE,N,Z,eBE
1034.3320429999999,0.0013542,70,52,0
1041.261051,0.001353,71,52,0
1050.6855420000002,0.0013516,72,52,0
1057.2545125,0.00135,73,52,0
1066.3682022,0.0013482,74,52,0
1072.655843,0.0013716000000000002,75,52,0
1081.4404608,0.000704,76,52,0
1087.5228642,0.0007095,77,52,0
1095.9422630000001,3.9e-05,78,52,0
1101.8716409,6.55e-05,79,52,0
1109.9201388,0.0034847999999999997,80,52,0
1115.7403915,0.0020615,81,52,0
1123.4083228000002,0.0027470000000000003,82,52,0
1126.674684,0.001728,83,52,0
1131.4424936,0.0022847999999999996,84,52,0
1134.3922908999998,0.0020961,85,52,0
1138.8558468,0.0037812,86,52,0
1141.4362524,0.0035445,87,52,0
1145.669938,0.014378,88,52,0
1148.022,0.423,89,52,1
1152.046,0.568,90,52,1
1154.01,0.429,91,52,1
1157.76,0.288,92,52,1
1159.71,0.29,93,52,1
857.434,0.424,53,53,1
871.622,0.321,54,53,1
883.008,0.108,55,53,1
895.9817876000001,0.0067253,56,53,0
906.8484369999999,0.061941,57,53,0
919.4057073000001,0.0047508,58,53,0
929.5865712,0.010248,59,53,0
941.7140664,0.008011700000000002,60,53,0
951.3048060000001,0.020029799999999997,61,53,0
963.0749865,0.0288765,62,53,0
972.2291528,0.07504040000000001,63,53,0
983.3183919,0.0255528,64,53,0
991.9221954000001,0.019765,65,53,0
1002.8001956,0.021705600000000002,66,53,0
1010.8409399999999,0.015096,67,53,0
1021.4107431,0.004719,68,53,0
1029.3156958,0.005185,69,53,0
1039.2503208,0.00369,70,53,0
1046.7436068,0.002294,71,53,0
1056.2863875,0.00135,72,53,0
1063.4321754,0.00378,73,53,0
1072.576214,0.0036195,74,53,0
1079.4023552,0.0036224,75,53,0
1088.2428132,0.0031476,76,53,0
1094.743143,0.003159,77,53,0
1103.3209986999998,0.0006026,78,53,0
1109.6530896,0.0040656,79,53,0
1117.8782069,0.005905200000000001,80,53,0
1124.1356748,0.004850800000000001,81,53,0
1131.9427215,0.0020655,82,53,0
1135.7800912,0.014184800000000001,83,53,0
1140.6624521,0.0083844,84,53,0
1144.3574099999998,0.005961600000000001,85,53,0
1148.9197900000001,0.004003199999999999,86,53,0
1152.1263600000002,0.01211,87,53,0
1156.5181241999999,0.0158343,88,53,0
1159.4657413999998,0.004941599999999999,89,53,0
1163.591,0.143,90,53,1
1166.112,0.432,91,53,1
1170.005,0.435,92,53,1
1172.526,0.292,93,53,1
1176.147,0.294,94,53,1
872.0879688,0.3795012,54,54,0
883.6964739,0.3001097,55,54,0
897.520888,0.100991,56,54,0
908.202,0.111,57,54,1
921.7672352,0.008288,58,54,0
932.0158301,0.0068365,59,54,0
944.9694156,0.011183400000000001,60,54,0
954.611596,0.0121095,61,54,0
967.073034,0.0130152,62,54,0
976.2828192000001,0.0103779,63,54,0
988.2478642000001,0.010384,64,54,0
997.0345979999998,0.010376799999999999,65,54,0
1008.4838639999999,0.01182,66,54,0
1016.8637446,0.0102487,67,54,0
1027.8090568,0.011114200000000001,68,54,0
1035.7736396999999,0.009532500000000001,69,54,0
1046.2641112,0.001364,70,54,0
1053.867375,0.0014125,71,54,0
1063.885725,3.779999999999999e-05,72,54,0
1071.1315381999998,0.0040894,73,54,0
1080.7425024000001,3.84e-05,74,54,0
1087.6493616,3.87e-05,75,54,0
1096.9050820000002,3.9e-05,76,54,0
1103.5095076999999,3.929999999999999e-05,77,54,0
1112.4462228000002,3.9599999999999994e-05,78,54,0
1118.8821441,0.002394,79,54,0
1127.4357195999999,4.02e-05,80,54,0
1133.7945705000002,0.003672,81,54,0
1141.8816904,4.0799999999999996e-05,82,54,0
1145.9072505000001,0.00010960000000000001,83,54,0
1151.5673993999999,0.0028013999999999995,84,54,0
1155.3110656,0.0021406,85,54,0
1160.72425,0.0023239999999999997,86,54,0
1164.0064227,0.0028905000000000003,87,54,0
1169.1100689999998,0.002698,88,54,0
1172.1546265,0.0046618,89,54,0
1176.895368,0.0053136,90,54,0
1179.5877165000002,0.0111795,91,54,0
1184.1206484000002,0.0242214,92,54,0
1186.584,0.147,93,54,1
1190.956,0.296,94,54,1
1193.341,0.298,95,54,1
1197.45,0.3,96,54,1
895.77,0.222,56,55,1
907.424,0.112,57,55,1
920.794399,0.0085767,58,55,0
931.7871054,0.0850668,59,55,0
944.84,0.115,60,55,1
955.26,0.116,61,55,1
967.8082284000001,0.0624078,62,55,0
977.7958254000001,0.012755800000000001,63,55,0
989.7628293,0.013934899999999998,64,55,0
999.4177320000001,0.009972,65,55,0
1010.7027392,0.014290099999999998,66,55,0
1019.8164830000001,0.033684200000000004,67,55,0
1030.7866908,0.012115500000000001,68,55,0
1039.5554136,0.009151200000000002,69,55,0
1049.9754125,0.0077375,70,55,0
1058.3076798,0.010357199999999999,71,55,0
1068.2683359,0.0055753,72,55,0
1076.0313984000002,0.005376000000000001,73,55,0
1085.6699985,0.0045537,74,55,0
1093.142024,0.008359,75,55,0
1102.3691527,0.0001834,76,55,0
1109.5375895999998,0.0010428000000000002,77,55,0
1118.5271538,3.99e-05,78,55,0
1125.4186980000002,4.02e-05,79,55,0
1134.1808055,0.0003645,80,55,0
1141.0090328,0.0018768,81,55,0
1149.2872597,0.0003014,82,55,0
1153.6998306,0.0091632,83,55,0
1159.5852183000002,0.0031275,84,55,0
1164.0051780000001,0.008204000000000001,85,55,0
1169.5041114,0.009193199999999999,86,55,0
1173.6126333999998,0.007071599999999999,87,55,0
1178.8449100999999,0.007579,88,55,0
1182.5120736,0.0201312,89,55,0
1187.366459,0.0090625,90,55,0
1190.693729,0.0028908000000000002,91,55,0
1195.374747,0.008379,92,55,0
1198.4369412,0.0130388,93,55,0
1202.877,0.447,94,55,1
1205.85,0.45,95,55,1
1209.963,0.453,96,55,1
1212.96,0.456,97,55,1
907.955,0.339,57,56,1
922.224261,0.1026798,58,56,0
933.34,0.23,59,56,1
946.792,0.232,60,56,1
957.9906882,0.25033320000000003,61,56,0
970.786,0.236,62,56,1
981.2655153000001,0.20026510000000003,63,56,0
993.635388,0.300168,64,56,0
1003.5629042999999,0.14189670000000001,65,56,0
1015.4983173999999,0.027950199999999998,66,56,0
1024.6156578,0.012115500000000001,67,56,0
1036.1217916,0.0124992,68,56,0
1044.7723,0.0109875,69,56,0
1055.8445562,0.0124992,70,56,0
1064.063912,0.011353799999999999,71,56,0
1074.6864384,0.0016128,72,56,0
1082.4494619,0.0105006,73,56,0
1092.7166900000002,0.000286,74,56,0
1100.2101940999999,0.0004192,75,56,0
1110.0374603999999,0.001056,76,56,0
1117.2273847000001,0.0009975,77,56,0
1126.6951954,0.0002546,78,56,0
1133.6671575,0.000243,79,56,0
1142.7748976,0.0002448,80,56,0
1149.6805455999997,0.0002466,81,56,0
1158.2922636,0.00024839999999999997,82,56,0
1163.0156966,0.00025019999999999996,83,56,0
1169.441,0.007896,84,56,0
1173.9769134,0.0053157,85,56,0
1180.1579956,0.0059214,86,56,0
1184.3242554,0.0067496,87,56,0
1190.2255056000001,0.007142399999999999,88,56,0
1194.0458695,0.0084825,89,56,0
1199.4672778000001,0.0017666,90,56,0
1202.9363535,0.019742100000000002,91,56,0
1208.2885463999999,0.0014948,92,56,0
1211.6455755,0.0025180999999999997,93,56,0
1216.776075,0.005685000000000001,94,56,0
1219.929,0.453,95,56,1
1224.664,0.456,96,56,1
1227.519,0.459,97,56,1
1232.154,0.462,98,56,1
931.712,0.348,59,57,1
946.062,0.234,60,57,1
957.452,0.354,61,57,1
970.921,0.357,62,57,1
981.48,0.24,63,57,1
994.257,0.242,64,57,1
1004.67,0.244,65,57,1
1016.841,0.246,66,57,1
1026.5082824,0.056667999999999996,67,57,0
1038.080475,0.026,68,57,0
1047.3657767999998,0.09050580000000001,69,57,0
1058.3597323999998,0.0259969,70,57,0
1067.1603711999999,0.0544512,71,57,0
1077.9297921000002,0.021349500000000004,72,57,0
1086.3049469999999,0.025948,73,57,0
1096.5181556,0.0279423,74,57,0
1104.5437788,0.0363528,75,57,0
1114.3859195,0.0279433,76,57,0
1122.1814992,0.0199258,77,57,0
1131.6776220000002,0.0094365,78,57,0
1139.1429632,0.053176,79,57,0
1148.3176558999999,0.001644,80,57,0
1155.7615230000001,0.00041400000000000003,81,57,0
1164.5418193,0.0006116,82,57,0
1169.702814,0.000602,83,57,0
1176.391905,0.004131299999999999,84,57,0
1181.5573346,0.0062905999999999995,85,57,0
1187.7761753,0.007335899999999999,86,57,0
1192.5256752,0.0129312,87,57,0
1198.5826585,0.012267,88,57,0
1203.0398248,0.0016790000000000002,89,57,0
1208.5683791999998,0.0107163,90,57,0
1212.6700420000002,0.019462,91,57,0
1218.2525334999998,0.200256,92,57,0
1222.4150849999999,0.00252,93,57,0
1227.4855836,0.4354689,94,57,0
1231.504,0.304,95,57,1
1236.393,0.306,96,57,1
1239.854,0.308,97,57,1
1244.34,0.465,98,57,1
1247.532,0.468,99,57,1
1251.604,0.314,100,57,1
958.902,0.476,61,58,1
972.96,0.48,62,58,1
983.972,0.363,63,58,1
997.228,0.366,64,58,1
1007.739,0.246,65,58,1
1020.396,0.248,66,58,1
1030.25,0.25,67,58,1
1042.4305206,0.0279468,68,58,0
1051.6606093999999,0.0288798,69,58,0
1063.2865152,0.0279424,70,58,0
1072.1114019,0.027941399999999998,71,58,0
1083.3181319999999,0.02795,72,58,0
1091.6749939,0.032802399999999995,73,58,0
1102.5065436,0.0204072,74,58,0
1110.5274032999998,0.016359,75,58,0
1121.0133944000002,0.020381400000000004,76,58,0
1128.8681235,0.01026,77,58,0
1138.8316864,0.00032639999999999996,78,58,0
1146.3132089,0.0003562,79,58,0
1156.0316304,0.0004967999999999999,80,58,0
1163.4948295999998,0.002085,81,58,0
1172.68263,0.0013160000000000001,82,58,0
1178.1107796000001,0.0013112999999999998,83,58,0
1185.28394,0.0024424,84,58,0
1190.4287395,0.0024453,85,58,0
1197.3256128000003,0.0028367999999999996,86,58,0
1202.0320490000001,0.033901,87,58,0
1208.6621826,0.0146584,88,58,0
1213.1215278,0.0085848,89,58,0
1219.5773648000002,0.0111888,90,58,0
1223.9201806,0.0102512,91,58,0
1230.16845,0.011699999999999999,92,58,0
1234.6179628999998,0.0176972,93,58,0
1240.472,0.152,94,58,1
1244.502,0.153,95,58,1
1249.864,0.154,96,58,1
1253.485,0.31,97,58,1
1258.608,0.312,98,58,1
1261.809,0.471,99,58,1
1266.37,0.474,100,58,1
1269.297,0.477,101,58,1
971.993,0.484,62,59,1
983.32,0.488,63,59,1
996.792,0.369,64,59,1
1007.872,0.372,65,59,1
1020.875,0.25,66,59,1
1031.184,0.252,67,59,1
1043.432,0.254,68,59,1
1053.3010048,0.0298112,69,59,0
1064.8151232,0.029811900000000002,70,59,0
1074.288345,0.06427200000000001,71,59,0
1085.4848508999999,0.0469897,72,59,0
1094.4829764,0.0288816,73,59,0
1105.2644203999998,0.012502000000000001,74,59,0
1113.9261477999999,0.020314400000000003,75,59,0
1124.405334,0.0118125,76,59,0
1132.8812104000003,0.0114512,77,59,0
1142.8139138,0.0081378,78,59,0
1150.812291,0.0100188,79,59,0
1160.5833912,0.0036557,80,59,0
1168.512282,0.0061459999999999996,81,59,0
1177.9119131999998,0.0014946,82,59,0
1183.7550544,0.0015052000000000002,83,59,0
1191.108204,0.0018160999999999997,84,59,0
1196.8619184000001,0.0027072000000000003,85,59,0
1203.8086325000002,0.0071484999999999995,86,59,0
1208.9274500000001,0.0343538,87,59,0
1215.7693800000002,0.0158613,88,59,0
1220.9320532,0.0150368,89,59,0
1227.507296,0.0098787,90,59,0
1232.83974,0.009015,91,59,0
1239.3902424,0.011657200000000001,92,59,0
1244.4399448,0.018544,93,59,0
1250.3216763,0.011888100000000002,94,59,0
1254.6841076,0.1000076,95,59,0
1260.311169,0.017205,96,59,0
1264.4164572,0.0010296,97,59,0
1269.473269,0.0031713999999999996,98,59,0
1273.322,0.316,99,59,1
1277.883,0.477,100,59,1
1281.44,0.32,101,59,1
1285.746,0.483,102,59,1
998.696,0.496,64,60,1
1010.0,0.375,65,60,1
1023.372,0.252,66,60,1
1034.034,0.254,67,60,1
1046.656,0.256,68,60,1
1056.639,0.258,69,60,1
1068.9267679999998,0.02795,70,60,0
1078.1698895,0.027523099999999998,71,60,0
1089.8989728000001,0.0242088,72,60,0
1098.8768559999999,0.046576599999999996,73,60,0
1110.2622394,0.011818799999999999,74,60,0
1118.900736,0.0191295,75,60,0
1129.9577272,0.0118184,76,60,0
1138.4137204,0.0117272,77,60,0
1148.9182547999999,0.011605799999999998,78,60,0
1156.9893238,0.027522,79,60,0
1167.30096,0.003262,80,60,0
1175.3065434,0.0031866,81,60,0
1185.1364020000003,0.0012496,82,60,0
1191.2599699,0.0012584000000000002,83,60,0
1199.0770128,0.0012527999999999999,84,60,0
1204.8323034999999,0.001276,85,60,0
1212.3975341999999,0.0012702,86,60,0
1217.6897291999999,0.0012789,87,60,0
1225.0223144000001,0.0020572,88,60,0
1230.0611113,0.0020562,89,60,0
1237.436835,0.001125,90,60,0
1242.7713891,0.0011325,91,60,0
1250.0491855999999,0.024472,92,60,0
1255.3012296,0.002754,93,60,0
1261.6217614,0.0010318,94,60,0
1266.397275,0.0091605,95,60,0
1272.386934,0.0013104,96,60,0
1276.7502347,0.0021352,97,60,0
1282.1625582000001,0.0013114000000000001,98,60,0
1286.1227616,0.0298125,99,60,0
1291.194592,0.046576000000000006,100,60,0
1294.762,0.322,101,60,1
1299.564,0.324,102,60,1
1302.696,0.489,103,60,1
1009.008,0.504,65,61,1
1022.604,0.381,66,61,1
1033.6,0.256,67,61,1
1046.706,0.258,68,61,1
1057.03,0.26,69,61,1
1069.353,0.262,70,61,1
1079.364,0.132,71,61,1
1091.1697853,0.050300599999999994,72,61,0
1100.5973554,0.04191520000000001,73,61,0
1111.9670955,0.08290349999999999,74,61,0
1121.1460152,0.0690744,75,61,0
1132.1202692,0.013042400000000001,76,61,0
1141.0331004,0.011605799999999998,77,61,0
1151.6910747,0.013594199999999999,78,61,0
1160.4734119999998,0.02422,79,61,0
1170.8556105000002,0.013973099999999999,80,61,0
1179.5455353999998,0.023600399999999997,81,61,0
1189.4359763,0.0029458,82,61,0
1195.9627536,0.0029088,83,61,0
1203.8854534999998,0.0027985,84,61,0
1210.14363,0.0042778,85,61,0
1217.8025664,0.0012936,86,61,0
1223.6977884000003,0.005683199999999999,87,61,0
1230.9676273,0.0021903,88,61,0
1236.571875,0.020025,89,61,0
1244.4321173,0.0046055,90,61,0
1250.3716536000002,0.0259008,91,61,0
1257.8365008,0.0090576,92,61,0
1263.5264180000001,0.025025000000000002,93,61,0
1270.2711434999999,0.004712,94,61,0
1275.5693028,0.0011856,95,61,0
1281.7708906,0.0070022,96,61,0
1286.6512275999999,0.0008848,97,61,0
1292.1707559,0.010032899999999999,98,61,0
1296.582368,0.002048,99,61,0
1301.8456297,0.0090321,100,61,0
1305.882,0.324,101,61,1
1310.846,0.326,102,61,1
1314.296,0.328,103,61,1
1318.68,0.495,104,61,1
1023.744,0.512,66,62,1
1034.967,0.516,67,62,1
1048.45,0.39,68,62,1
1059.135,0.393,69,62,1
1072.104,0.264,70,62,1
1082.221,0.266,71,62,1
1094.378,0.134,72,62,1
1103.9796450000001,0.154629,73,62,0
1116.0046439999999,0.0124984,74,62,0
1125.2567199,0.0286193,75,62,0
1136.8341468,0.0118128,76,62,0
1145.7879254000002,0.0108837,77,62,0
1156.9349539999998,0.012502000000000001,78,62,0
1165.4842859999999,0.0085305,79,62,0
1176.6035794,0.0018602,80,62,0
1185.2100975,0.0027455999999999995,81,62,0
1195.72992,0.0014544,82,62,0
1202.4870154999999,0.001479,83,62,0
1210.9032826,0.0030513999999999997,84,62,0
1217.2442898,0.0012642,85,62,0
1225.3856248000002,0.0012431999999999999,86,62,0
1231.2567767,0.0011622,87,62,0
1239.2435249999999,0.00111,88,62,0
1244.8399985,0.0011174,89,62,0
1253.097804,0.0010184,90,62,0
1258.9662069,0.0010251000000000001,91,62,0
1266.9330366,0.0013090000000000003,92,62,0
1272.7399990000001,0.001333,93,62,0
1279.9808424,0.0085176,94,62,0
1285.3690794,0.0044274,95,62,0
1292.014585,0.0047874,96,62,0
1297.0419117000001,0.0059307,97,62,0
1303.138544,0.0019520000000000002,98,62,0
1307.6487298000002,0.0068103,99,62,0
1313.4270689999998,0.0035316,100,62,0
1317.7189438999999,0.0073513,101,62,0
1323.1159692,0.0041,102,62,0
1326.765,0.33,103,62,1
1331.818,0.332,104,62,1
1334.664,0.501,105,62,1
1339.128,0.336,106,62,1
1033.5,0.52,67,63,1
1047.476,0.393,68,63,1
1058.376,0.396,69,63,1
1071.448,0.266,70,63,1
1082.05,0.268,71,63,1
1094.445,0.135,72,63,1
1104.592,0.136,73,63,1
1116.6286106,0.004384000000000001,74,63,0
1126.3037118,0.027945,75,63,0
1138.0233993000002,0.0131494,76,63,0
1147.68262,0.051533999999999996,77,63,0
1158.6936273,0.0126336,78,63,0
1168.148232,0.0300614,79,63,0
1179.1519311,0.010982399999999998,80,63,0
1188.6011136,0.0107856,81,63,0
1199.044788,0.0030594999999999997,82,63,0
1206.2421742,0.0060152,83,63,0
1214.7405123,0.0025725,84,63,0
1221.5646940000001,0.0099604,85,63,0
1229.7798440000001,0.0039038000000000002,86,63,0
1236.2022149999998,0.0062250000000000005,87,63,0
1244.1342698,0.0011627,88,63,0
1250.4409808,0.0011704,89,63,0
1258.9912683,0.0011781,90,63,0
1265.4334924,0.0011857999999999999,91,63,0
1273.5847800000001,0.0012554999999999999,92,63,0
1279.9205951999998,0.0035256,93,63,0
1287.3682075,0.004239,94,63,0
1293.2508559999999,0.0020382,95,63,0
1300.0950933000001,0.0043248,96,63,0
1305.61648,0.000912,97,63,0
1311.985941,0.010400600000000001,98,63,0
1316.9886066000001,0.0013122000000000001,99,63,0
1322.9108036,0.0009128,100,63,0
1327.6404504,0.0020664,101,63,0
1333.2087285,0.005214000000000001,102,63,0
1337.296,0.166,103,63,1
1342.346,0.334,104,63,1
1346.016,0.336,105,63,1
1350.479,0.507,106,63,1
1353.71,0.51,107,63,1
1059.478,0.532,69,64,1
1073.072,0.402,70,64,1
1083.78,0.405,71,64,1
1096.704,0.272,72,64,1
1106.96,0.274,73,64,1
1119.456,0.138,74,64,1
1129.514,0.139,75,64,1
1141.696598,0.027944,76,64,0
1151.209869,0.0197541,77,64,0
1163.0164798,0.027945599999999998,78,64,0
1172.3595883999997,0.2003001,79,64,0
1183.9591008000002,0.027950399999999997,80,64,0
1193.1975325,0.01972,81,64,0
1204.4280512,0.0040734000000000005,82,64,0
1211.7704802,0.0018816000000000002,83,64,0
1220.7542904,0.0014652,84,64,0
1227.6833544,0.0033078000000000005,85,64,0
1236.391545,0.006059999999999999,86,64,0
1242.8877346,0.0029898000000000004,87,64,0
1251.4774384000002,0.0010032,88,64,0
1257.7243976999998,0.0010098,89,64,0
1266.6191384,0.001001,90,64,0
1273.0543855,0.0009765,91,64,0
1281.5907468,0.0009828,92,64,0
1287.9506304,0.0009733999999999999,93,64,0
1295.8880181999998,0.0009796,94,64,0
1301.8312142999998,0.0009858,95,64,0
1309.282736,0.0011200000000000001,96,64,0
1314.9181374000002,0.0014972999999999998,97,64,0
1321.7640426,0.003969,98,64,0
1326.943228,0.0007987,99,64,0
1333.3196392,0.0010004,100,64,0
1338.223062,0.0013035000000000002,101,64,0
1344.1395159999997,0.001577,102,64,0
1348.6156476,0.0052104,103,64,0
1354.08,0.336,104,64,1
1357.915,0.338,105,64,1
1362.89,0.51,106,64,1
1366.29,0.513,107,64,1
1371.184,0.344,108,64,1
1071.765,0.405,70,65,1
1082.696,0.544,71,65,1
1095.863,0.411,72,65,1
1106.622,0.276,73,65,1
1119.228,0.278,74,65,1
1129.614248,0.8004920000000001,75,65,0
1141.7441301,0.1052565,76,65,0
1151.834136,0.700557,77,65,0
1163.7651168,0.0512369,78,65,0
1173.7854287999999,0.027950399999999997,79,65,0
1185.8882565000001,0.110896,80,65,0
1195.3235204,0.0448658,81,65,0
1206.373875,0.0080997,82,65,0
1214.2394636000001,0.0124616,83,65,0
1223.2624797,0.0036356,84,65,0
1230.95094,0.007364999999999999,85,65,0
1239.5400192999998,0.0040921,86,65,0
1246.7050944,0.0400064,87,65,0
1255.3727112,0.0039474,88,65,0
1262.2871338,0.0453068,89,65,0
1271.4521815,0.009827,90,65,0
1278.364074,0.0037752,91,65,0
1287.1082312,0.0010205,92,65,0
1293.8865848,0.001264,93,65,0
1302.0195975,0.0010971,94,65,0
1308.3948160000002,0.0011040000000000002,95,65,0
1316.0914249,0.0012236,96,65,0
1322.5805226,0.0020574,97,65,0
1329.3680486,0.0040587,98,65,0
1334.9485856000001,0.0018696000000000001,99,65,0
1341.5037734999999,0.0015345,100,65,0
1346.795018,0.0014608000000000002,101,65,0
1352.940647,0.0019371999999999998,102,65,0
1357.910064,0.004200000000000001,103,65,0
1363.661,0.338,104,65,1
1367.99,0.34,105,65,1
1373.13,0.342,106,65,1
1377.032,0.516,107,65,1
1381.924,0.519,108,65,1
1385.562,0.522,109,65,1
1097.1,0.552,72,66,1
1107.969,0.556,73,66,1
1121.12,0.42,74,66,1
1131.807,0.282,75,66,1
1144.662,0.71,76,66,1
1154.7325361,0.0130416,77,66,0
1167.2049888,0.0071712,78,66,0
1176.948818,0.0065249999999999996,79,66,0
1189.3324688,0.006701400000000001,80,66,0
1199.0448959999999,0.008849399999999999,81,66,0
1210.779564,0.0087172,82,66,0
1218.6854828,0.0091784,83,66,0
1228.372425,0.00432,84,66,0
1235.8865139,0.0032465,85,66,0
1245.3233992,0.0045904,86,66,0
1252.4199642,0.0040086,87,66,0
1261.7420969999998,0.0074382,88,66,0
1268.575335,0.009641,89,66,0
1278.0201096,0.0009828,90,66,0
1284.9867058999998,0.005149600000000001,91,66,0
1294.0405084,0.0023384,92,66,0
1300.8718878000002,0.0014469,93,66,0
1309.448416,0.0007040000000000001,94,66,0
1315.9027973,0.0006923000000000001,95,66,0
1324.0997909999999,0.0006966,96,66,0
1330.370792,0.0007009,97,66,0
1338.0289156000001,0.0006887999999999999,98,66,0
1343.7448695,0.0006929999999999999,99,66,0
1350.7883637999998,0.0007968,100,66,0
1356.1866594,0.004008,101,66,0
1362.9049224,0.1400112,102,66,0
1368.0138654,0.3006679,103,66,0
1374.28,0.17,104,66,1
1378.602,0.171,105,66,1
1384.428,0.344,106,66,1
1388.498,0.346,107,66,1
1393.914,0.522,108,66,1
1397.55,0.525,109,66,1
1402.544,0.528,110,66,1
1106.84,0.56,73,67,1
1119.963,0.423,74,67,1
1131.03,0.426,75,67,1
1143.857,0.286,76,67,1
1154.4620688,0.0084816,77,67,0
1167.043984,0.007453,78,67,0
1177.2334196,0.0065846,79,67,0
1189.8236007,0.004998,80,67,0
1200.1289956,0.0838272,81,67,0
1211.8549950000001,0.0119796,82,67,0
1220.226345,0.014175,83,67,0
1229.9745317000002,0.008305,84,67,0
1238.0277336,0.0125248,85,67,0
1247.5064916000001,0.005064299999999999,86,67,0
1255.205105,0.008223600000000001,87,67,0
1264.6768525,0.017468499999999998,88,67,0
1272.246768,0.03842279999999999,89,67,0
1281.6125561000001,0.0234715,90,67,0
1289.0384022,0.0271128,91,67,0
1298.2519494,0.0030527999999999996,92,67,0
1305.376064,0.015024,93,67,0
1314.2612574,0.0021574,94,67,0
1321.1768412,0.0031103999999999997,95,67,0
1329.585621,0.0007009,96,67,0
1336.2594375999997,0.001394,97,67,0
1344.2482515,0.000792,98,67,0
1350.4918877999999,0.0007802,99,67,0
1357.7723244000001,0.0051937,100,67,0
1363.6234247999998,0.0300048,101,67,0
1370.4315118,0.0200434,102,67,0
1375.944334,0.050014,103,67,0
1382.2959591000001,0.6000047999999999,104,67,0
1387.352,0.172,105,67,1
1393.342,0.346,106,67,1
1397.916,0.348,107,67,1
1403.325,0.35,108,67,1
1407.472,0.528,109,67,1
1412.46,0.531,110,67,1
1416.346,0.534,111,67,1
1120.806,0.568,74,68,1
1132.131,0.429,75,68,1
1145.664,0.144,76,68,1
1156.375,0.145,77,68,1
1169.5348542,0.006701400000000001,78,68,0
1179.891972,0.0381906,79,68,0
1192.8344752,0.0102416,80,68,0
1203.1684142,0.0279375,81,68,0
1215.32943,0.017189999999999997,82,68,0
1223.8357173,0.0164741,83,68,0
1234.1409720000001,0.008831199999999999,84,68,0
1242.1787562000002,0.0092871,85,68,0
1252.3883526,0.0049588,86,68,0
1260.063882,0.006076,87,68,0
1270.1377104,0.024632400000000002,88,68,0
1277.4109849000001,0.0265016,89,68,0
1287.372466,0.025216799999999998,90,68,0
1294.7010977999998,0.0036411000000000004,91,68,0
1304.275472,0.024239999999999998,92,68,0
1311.4839107999999,0.0087745,93,68,0
1320.6881358,0.0007614000000000001,94,68,0
1327.5926689000003,0.0046292,95,68,0
1336.4391324,0.0007052,96,68,0
1343.089242,0.000924,97,68,0
1351.5633514,0.000332,98,68,0
1357.9997784,0.00028389999999999996,99,68,0
1365.7710696000001,0.00026880000000000003,100,68,0
1371.7743182000002,0.00030419999999999997,101,68,0
1379.031993,0.001394,102,68,0
1384.7136084,0.0014022000000000001,103,68,0
1391.5496944,0.003956,104,68,0
1396.802,0.173,105,68,1
1403.136,0.348,106,68,1
1407.875,0.35,107,68,1
1413.984,0.352,108,68,1
1418.301,0.531,109,68,1
1423.822,0.534,110,68,1
1427.704,0.537,111,68,1
1432.8,0.54,112,68,1
1130.4,0.432,75,69,1
1143.905,0.145,76,69,1
1155.444,0.146,77,69,1
1168.4762165999998,0.0068354999999999996,78,69,0
1179.3381628,0.0102416,79,69,0
1192.596,0.149,80,69,1
1203.15,0.15,81,69,1
1215.5586976,0.0193733,82,69,0
1224.5786824000002,0.0540208,83,69,0
1234.9023363000001,0.011979899999999998,84,69,0
1243.428186,0.0144144,85,69,0
1253.69828,0.00992,86,69,0
1261.9780991999999,0.014273999999999998,87,69,0
1271.9242745000001,0.027946,88,69,0
1279.9895052,0.025216799999999998,89,69,0
1289.9280291,0.0279522,90,69,0
1297.7299839999998,0.032688,91,69,0
1307.3989866,0.0279496,92,69,0
1315.0490616,0.0260658,93,69,0
1324.3713162,0.005509399999999999,94,69,0
1331.6231576,0.025009999999999998,95,69,0
1340.7155685,0.0016664999999999998,96,69,0
1347.7433262,0.011553599999999999,97,69,0
1356.4712941999999,0.0012525,98,69,0
1363.3118688,0.0016799999999999999,99,69,0
1371.3454638,0.0007436000000000001,100,69,0
1377.9374480000001,0.000731,101,69,0
1385.4237201,0.0009747,102,69,0
1391.6583123999999,0.0054868,103,69,0
1398.6121509,0.0043942,104,69,0
1404.2919168,0.044718,105,69,0
1410.8092775,0.0499975,106,69,0
1415.9413663999999,0.1000032,107,69,0
1422.195,0.177,108,69,1
1427.026,0.356,109,69,1
1432.716,0.358,110,69,1
1436.94,0.36,111,69,1
1442.389,0.543,112,69,1
1446.536,0.546,113,69,1
1170.088,0.444,78,70,1
1181.123,0.298,79,70,1
1194.75,0.3,80,70,1
1205.5470956000001,0.30049000000000003,81,70,0
1218.3464391999998,0.1497048,82,70,0
1227.366,0.153,83,70,1
1238.1507908,0.0172788,84,70,0
1246.792627,0.0166005,85,70,0
1257.6268691999999,0.0093132,86,70,0
1265.8525507,0.010911500000000001,87,70,0
1276.5135842,0.007979,88,70,0
1284.4088052,0.0175854,89,70,0
1294.809824,0.005488,90,70,0
1302.5521620999998,0.015101799999999999,91,70,0
1312.6103946,0.015098400000000001,92,70,0
1320.1544247,0.015110100000000001,93,70,0
1329.9440436,0.0151044,94,70,0
1337.2985835,0.026532,95,70,0
1346.6682106,0.0070052000000000005,96,70,0
1353.7357339999999,0.0039579,97,70,0
1362.797016,0.00010079999999999998,98,70,0
