Z,N,spinAndParity,betaMinus(keV),massExcess(keV),bindingEnergyLDMFit(keV),bindingEnergy(keV),bindingEnergyUncertainty,bindingEnergyLDMFitUncertainty,halflife,A,I,J,parity,S,L,d,P,K,np,nn,T,BEpA,BE,semf,error_semf,dz,error_dz
30,27,(7/2-),-17100.0,-32550.0,-51.0,8231.0,4,4,1,57,-0.05263157894736842,3.5,-1.0,0.5,3.0,0,0.6666664444445185,3.8485011312768047,28,28,1.5,8.231,469.167,464.48796311848554,4.679036881514435,469.7672596717992,-0.6002596717992219
30,27,(7/2-),-17100.0,-32550.0,-51.0,8231.0,4,4,1,57,-0.05263157894736842,3.5,-1.0,0.5,3.0,0,0.6666664444445185,3.8485011312768047,28,28,1.5,8.231,469.167,464.48796311848554,4.679036881514435,469.7672596717992,-0.6002596717992219
30,29,3/2-,-13460.0,-47215.7,-54.542,8473.78,13,13,1,59,-0.01694915254237288,1.5,-1.0,0.5,1.0,0,0.6666664444445185,3.8929964158732604,28,28,0.5,8.473780000000001,499.9530200000001,494.89910795989476,5.053912040105331,501.0388088657924,-1.085788865792324
30,29,3/2-,-13460.0,-47215.7,-54.542,8473.78,13,13,1,59,-0.01694915254237288,1.5,-1.0,0.5,1.0,0,0.6666664444445185,3.8929964158732604,28,28,0.5,8.473780000000001,499.9530200000001,494.89910795989476,5.053912040105331,501.0388088657924,-1.085788865792324
30,26,0+,-21500.0,-25400.0,-47.0,8106.0,7,7,1,56,-0.07142857142857142,0.0,1.0,0.0,0.0,1,0.9999997500000625,3.825862365544778,28,28,2.0,8.106,453.936,449.5504236955024,4.38557630449759,453.94920213698805,-0.013202136988070379
30,26,0+,-21500.0,-25400.0,-47.0,8106.0,7,7,1,56,-0.07142857142857142,0.0,1.0,0.0,0.0,1,0.9999997500000625,3.825862365544778,28,28,2.0,8.106,453.936,449.5504236955024,4.38557630449759,453.94920213698805,-0.013202136988070379
30,52,0+,10617.0,-42314.0,-85.9,8301.12,4,4,1,82,0.2682926829268293,0.0,1.0,0.0,0.0,1,0.9999997500000625,4.344481485768611,28,50,11.0,8.301120000000001,680.6918400000001,671.6034986727572,9.088341327242915,683.0334159916574,-2.3415759916573506
30,54,0+,12300.0,-31800.0,-92.0,8171.0,5,5,1,84,0.2857142857142857,0.0,1.0,0.0,0.0,1,1.3333331111111482,4.379519139887889,28,50,12.0,8.171,686.3639999999999,676.5886650514251,9.775334948574823,688.1886461134814,-1.8246461134814353
30,54,0+,12300.0,-31800.0,-92.0,8171.0,5,5,1,84,0.2857142857142857,0.0,1.0,0.0,0.0,1,1.3333331111111482,4.379519139887889,28,50,12.0,8.171,686.3639999999999,676.5886650514251,9.775334948574823,688.1886461134814,-1.8246461134814353
30,54,0+,12300.0,-31800.0,-92.0,8171.0,5,5,1,84,0.2857142857142857,0.0,1.0,0.0,0.0,1,1.3333331111111482,4.379519139887889,28,50,12.0,8.171,686.3639999999999,676.5886650514251,9.775334948574823,688.1886461134814,-1.8246461134814353
30,51,(5/2+),11428.0,-46200.0,-88.21,8351.93,6,6,1,81,0.25925925925925924,2.5,1.0,0.5,2.0,0,0.6666664444445185,4.3267487109222245,28,50,10.5,8.35193,676.5063299999999,667.3316977651979,9.174632234802061,678.9579189749186,-2.45158897491865
30,51,(5/2+),11428.0,-46200.0,-88.21,8351.93,6,6,1,81,0.25925925925925924,2.5,1.0,0.5,2.0,0,0.6666664444445185,4.3267487109222245,28,50,10.5,8.35193,676.5063299999999,667.3316977651979,9.174632234802061,678.9579189749186,-2.45158897491865
30,50,0+,7575.0,-51649.0,-80.03,8423.55,3,3,1,80,0.25,0.0,1.0,0.0,0.0,1,0.0,4.308869380063767,28,50,10.0,8.423549999999999,673.8839999999999,665.4142305828651,8.469769417134785,676.7264115201625,-2.8424115201626137
30,50,0+,7575.0,-51649.0,-80.03,8423.55,3,3,1,80,0.25,0.0,1.0,0.0,0.0,1,0.0,4.308869380063767,28,50,10.0,8.423549999999999,673.8839999999999,665.4142305828651,8.469769417134785,676.7264115201625,-2.8424115201626137
30,42,0+,442.8,-68145.5,39.8,8691.81,3,3,1,72,0.16666666666666666,0.0,1.0,0.0,0.0,1,1.5999998400000162,4.160167646103808,28,50,6.0,8.69181,625.81032,626.5801099089405,-0.7697899089404245,625.9296367714228,-0.11931677142274566
30,41,1/2-,2810.0,-67329.0,50.84,8689.04,4,4,1,71,0.15492957746478872,0.5,-1.0,-0.5,1.0,0,1.6363634876033195,4.140817749422853,28,50,5.5,8.68904,616.92184,618.4695240064768,-1.5476840064768567,617.6747031716302,-0.7528631716302243
30,41,9/2+,2810.0,-67171.0,50.84,8689.04,4,4,1,71,0.15492957746478872,4.5,1.0,0.5,4.0,0,1.6363634876033195,4.140817749422853,28,50,5.5,8.68904,616.92184,618.4695240064768,-1.5476840064768567,617.6747031716302,-0.7528631716302243
30,41,9/2+,2810.0,-67171.0,50.84,8689.04,4,4,1,71,0.15492957746478872,4.5,1.0,0.5,4.0,0,1.6363634876033195,4.140817749422853,28,50,5.5,8.68904,616.92184,618.4695240064768,-1.5476840064768567,617.6747031716302,-0.7528631716302243
30,44,0+,2293.0,-65757.0,15.76,8642.75,3,3,1,74,0.1891891891891892,0.0,1.0,0.0,0.0,1,1.4999998125000236,4.198336453808407,28,50,7.0,8.64275,639.5635,638.6313888908602,0.9321111091397825,639.4123060167075,0.1511939832925009
30,43,(1/2)-,4106.0,-65593.4,29.53,8648.35,3,3,1,73,0.1780821917808219,0.5,-1.0,-0.5,1.0,0,1.5555553827160686,4.179339196381232,28,50,6.5,8.64835,631.32955,631.4154258381516,-0.08587583815153721,631.54111304917,-0.2115630491699676
30,43,(5/2+),4106.0,-65397.9,29.53,8648.35,3,3,1,73,0.1780821917808219,2.5,1.0,0.5,2.0,0,1.5555553827160686,4.179339196381232,28,50,6.5,8.64835,631.32955,631.4154258381516,-0.08587583815153721,631.54111304917,-0.2115630491699676
30,40,0+,-654.6,-69564.7,53.42,8729.81,3,3,1,70,0.14285714285714285,0.0,1.0,0.0,0.0,1,1.6666665277777895,4.121285299808556,28,50,5.0,8.729809999999999,611.0867,612.7412303841546,-1.6545303841546684,611.6126429928272,-0.5259429928272539
30,49,(9/2+),9116.0,-53432.3,-64.03,8450.58,3,3,1,79,0.24050632911392406,4.5,1.0,0.5,4.0,0,0.6666664444445185,4.290840427026207,28,50,9.5,8.45058,667.59582,660.4889663516453,7.106853648354672,669.653972713394,-2.0581527133939517
30,49,(9/2+),9116.0,-53432.3,-64.03,8450.58,3,3,1,79,0.24050632911392406,4.5,1.0,0.5,4.0,0,0.6666664444445185,4.290840427026207,28,50,9.5,8.45058,667.59582,660.4889663516453,7.106853648354672,669.653972713394,-2.0581527133939517
30,46,0+,3993.6,-62303.0,-14.744,8582.274,19,19,1,76,0.21052631578947367,0.0,1.0,0.0,0.0,1,1.3333331111111482,4.235823584254893,28,50,8.0,8.582274,652.252824,649.0376727311923,3.2151512688077446,652.3011383946191,-0.04831439461906939
30,45,(7/2+),5901.7,-62558.9,3.71,8592.5,3,3,1,75,0.2,3.5,1.0,-0.5,4.0,0,1.428571224489825,4.217163326508746,28,50,7.5,8.5925,644.4375,642.6461971136168,1.7913028863831642,644.7501894639903,-0.31268946399029574
30,48,0+,6220.8,-57483.2,-45.701,8507.38,25,25,1,78,0.23076923076923078,0.0,1.0,0.0,0.0,1,0.9999997500000625,4.272658681697917,28,50,9.0,8.50738,663.5756399999999,657.9269111364483,5.648728863551582,664.7064783881855,-1.1308383881855661
30,47,(7/2+),7203.0,-58789.2,-31.83,8530.0,3,3,1,77,0.22077922077922077,3.5,1.0,-0.5,4.0,0,1.199999760000048,4.254320865115005,28,50,8.5,8.53,656.81,652.2969192689234,4.51308073107657,657.4197524753088,-0.6097524753088237
30,47,(1/2-),7203.0,-58016.8,-31.83,8530.0,3,3,1,77,0.22077922077922077,0.5,-1.0,-0.5,1.0,0,1.199999760000048,4.254320865115005,28,50,8.5,8.53,656.81,652.2969192689234,4.51308073107657,657.4197524753088,-0.6097524753088237
30,47,(1/2-),7203.0,-58016.8,-31.83,8530.0,3,3,1,77,0.22077922077922077,0.5,-1.0,-0.5,1.0,0,1.199999760000048,4.254320865115005,28,50,8.5,8.53,656.81,652.2969192689234,4.51308073107657,657.4197524753088,-0.6097524753088237
30,31,3/2-,-9210.0,-56349.0,-21.1,8610.3,3,3,1,61,0.01639344262295082,1.5,-1.0,0.5,1.0,0,1.199999760000048,3.936497183102173,28,28,0.5,8.610299999999999,525.2282999999999,522.0424986739139,3.1858013260859934,526.1032930112976,-0.8749930112977609
30,31,1/2-,-9210.0,-56261.0,-21.1,8610.3,3,3,1,61,0.01639344262295082,0.5,-1.0,-0.5,1.0,0,1.199999760000048,3.936497183102173,28,28,0.5,8.610299999999999,525.2282999999999,522.0424986739139,3.1858013260859934,526.1032930112976,-0.8749930112977609
30,31,3/2-,-9210.0,-55931.0,-21.1,8610.3,3,3,1,61,0.01639344262295082,1.5,-1.0,0.5,1.0,0,1.199999760000048,3.936497183102173,28,28,0.5,8.610299999999999,525.2282999999999,522.0424986739139,3.1858013260859934,526.1032930112976,-0.8749930112977609
30,31,5/2-,-9210.0,-55593.0,-21.1,8610.3,3,3,1,61,0.01639344262295082,2.5,-1.0,-0.5,3.0,0,1.199999760000048,3.936497183102173,28,28,0.5,8.610299999999999,525.2282999999999,522.0424986739139,3.1858013260859934,526.1032930112976,-0.8749930112977609
30,30,0+,-14580.0,-54174.5,-44.587,8583.052,9,9,1,60,0.0,0.0,1.0,0.0,0.0,1,0.9999997500000625,3.9148676411688634,28,28,0.0,8.583052,514.98312,510.4079100110335,4.575209988966492,516.2152551675457,-1.2321351675457208
30,33,3/2-,-5666.3,-62213.4,15.006,8686.287,25,25,1,63,0.047619047619047616,1.5,-1.0,0.5,1.0,0,1.428571224489825,3.9790572078963917,28,28,1.5,8.686287,547.236081,546.2313554995781,1.004725500421955,547.4759383028314,-0.23985730283141038
30,32,0+,-9181.1,-61168.1,-2.431,8679.345,10,10,1,62,0.03225806451612903,0.0,1.0,0.0,0.0,1,1.3333331111111482,3.9578916096804053,28,28,1.0,8.679345,538.11939,536.0122491674273,2.107140832572668,538.5082837090224,-0.38889370902245446
30,39,1/2-,909.9,-68417.9,55.598,8722.731,12,12,1,69,0.13043478260869565,0.5,-1.0,-0.5,1.0,0,1.6923075621301875,4.101565929702347,28,28,4.5,8.722731,601.868439,603.6577157472399,-1.78927674723991,602.2634685101168,-0.3950295101168422
30,39,9/2+,909.9,-67979.3,55.598,8722.731,12,12,1,69,0.13043478260869565,4.5,1.0,0.5,4.0,0,1.6923075621301875,4.101565929702347,28,28,4.5,8.722731,601.868439,603.6577157472399,-1.78927674723991,602.2634685101168,-0.3950295101168422
30,39,9/2+,909.9,-67979.3,55.598,8722.731,12,12,1,69,0.13043478260869565,4.5,1.0,0.5,4.0,0,1.6923075621301875,4.101565929702347,28,28,4.5,8.722731,601.868439,603.6577157472399,-1.78927674723991,602.2634685101168,-0.3950295101168422
30,38,0+,-2921.1,-70007.2,53.454,8755.682,12,12,0,68,0.11764705882352941,0.0,1.0,0.0,0.0,1,1.6666665277777895,4.081655101917348,28,28,4.0,8.755682,595.386376,596.9553334739688,-1.5689574739687941,595.2471884446771,0.1391875553229056
30,35,5/2-,-3254.5,-65912.0,40.84,8724.266,10,10,1,65,0.07692307692307693,2.5,-1.0,-0.5,3.0,0,1.5555553827160686,4.020725758589058,28,28,2.5,8.724266,567.07729,567.7403150324592,-0.6630250324592453,567.1200799411798,-0.04278994117987622
30,34,0+,-7171.2,-66004.0,26.711,8735.906,10,10,1,64,0.0625,0.0,1.0,0.0,0.0,1,1.4999998125000236,3.9999999999999996,28,28,2.0,8.735906000000002,559.0979840000001,558.8050000000001,0.29298400000004676,558.9195932314907,0.17839076850941638
30,37,5/2-,-1001.2,-67880.4,54.427,8734.153,11,11,0,67,0.1044776119402985,2.5,-1.0,-0.5,3.0,0,1.6363634876033195,4.0615481004456795,28,28,3.5,8.734153000000001,585.188251,586.811187938086,-1.6229369380860135,585.3080030886151,-0.1197520886150869
30,36,0+,-5175.5,-68899.2,44.645,8759.634,11,11,0,66,0.09090909090909091,0.0,1.0,0.0,0.0,1,1.5999998400000162,4.04124002062219,28,28,3.0,8.759634,578.135844,579.0436433234614,-0.9077993234614041,577.7506947106787,0.3851492893213617
31,54,(5/2-),13380.0,-39740.0,-68.3,8253.6,4,4,1,85,0.27058823529411763,2.5,-1.0,-0.5,3.0,0,1.71428546938779,4.396829672158179,28,50,11.5,8.2536,701.556,693.8140308812344,7.74196911876561,703.0432253503146,-1.4872253503145885
31,54,(5/2-),13380.0,-39740.0,-68.3,8253.6,4,4,1,85,0.27058823529411763,2.5,-1.0,-0.5,3.0,0,1.71428546938779,4.396829672158179,28,50,11.5,8.2536,701.556,693.8140308812344,7.74196911876561,703.0432253503146,-1.4872253503145885
31,53,(0-),14050.0,-44090.0,-75.1,8307.5,4,4,1,84,0.2619047619047619,0.0,-1.0,-0.5,0.5,-1,1.4999997500000417,4.379519139887889,28,50,11.0,8.3075,697.8299999999999,689.5976783508282,8.232321649171695,699.3914259451813,-1.5614259451813268
31,53,(0-),14050.0,-44090.0,-75.1,8307.5,4,4,1,84,0.2619047619047619,0.0,-1.0,-0.5,0.5,-1,1.4999997500000417,4.379519139887889,28,50,11.0,8.3075,697.8299999999999,689.5976783508282,8.232321649171695,699.3914259451813,-1.5614259451813268
31,53,(3-:4-),14050.0,-44090.0,-75.1,8307.5,4,4,1,84,0.2619047619047619,-1.0,-1.0,-0.5,-0.5,-1,1.4999997500000417,4.379519139887889,28,50,11.0,8.3075,697.8299999999999,689.5976783508282,8.232321649171695,699.3914259451813,-1.5614259451813268
31,53,(3-:4-),14050.0,-44090.0,-75.1,8307.5,4,4,1,84,0.2619047619047619,-1.0,-1.0,-0.5,-0.5,-1,1.4999997500000417,4.379519139887889,28,50,11.0,8.3075,697.8299999999999,689.5976783508282,8.232321649171695,699.3914259451813,-1.5614259451813268
31,50,5/2-,8664.0,-57628.0,-59.55,8483.36,4,4,1,81,0.2345679012345679,2.5,-1.0,-0.5,3.0,0,0.0,4.3267487109222245,28,50,9.5,8.483360000000001,687.1521600000001,680.3440790143844,6.808080985615675,689.4522918448565,-2.3001318448564234
31,50,5/2-,8664.0,-57628.0,-59.55,8483.36,4,4,1,81,0.2345679012345679,2.5,-1.0,-0.5,3.0,0,0.0,4.3267487109222245,28,50,9.5,8.483360000000001,687.1521600000001,680.3440790143844,6.808080985615675,689.4522918448565,-2.3001318448564234
31,51,(1:2:3),12484.0,-52930.7,-69.76,8421.05,3,3,1,82,0.24390243902439024,1.0,1.0,-0.5,1.5,-1,0.7499998125000469,4.344481485768611,28,50,10.0,8.42105,690.5260999999999,682.8582102146781,7.66788978532179,692.5571097187403,-2.0310097187403926
31,51,(1:2:3),12484.0,-52930.7,-69.76,8421.05,3,3,1,82,0.24390243902439024,1.0,1.0,-0.5,1.5,-1,0.7499998125000469,4.344481485768611,28,50,10.0,8.42105,690.5260999999999,682.8582102146781,7.66788978532179,692.5571097187403,-2.0310097187403926
31,43,(3-),5373.0,-68050.0,38.5,8663.17,4,4,1,74,0.16216216216216217,3.0,-1.0,-0.5,3.5,-1,2.0999997900000213,4.198336453808407,28,50,6.0,8.663170000000001,641.0745800000001,641.940106622137,-0.8655266221369402,641.1219939435022,-0.04741394350207884
31,43,(0),5373.0,-67990.0,38.5,8663.17,4,4,1,74,0.16216216216216217,0.0,1.0,-0.5,0.5,-1,2.0999997900000213,4.198336453808407,28,50,6.0,8.663170000000001,641.0745800000001,641.940106622137,-0.8655266221369402,641.1219939435022,-0.04741394350207884
31,43,(0),5373.0,-67990.0,38.5,8663.17,4,4,1,74,0.16216216216216217,0.0,1.0,-0.5,0.5,-1,2.0999997900000213,4.198336453808407,28,50,6.0,8.663170000000001,641.0745800000001,641.940106622137,-0.8655266221369402,641.1219939435022,-0.04741394350207884
31,42,3/2-,1598.2,-69699.3,51.718,8693.874,23,23,1,73,0.1506849315068493,1.5,-1.0,0.5,1.0,0,2.1818179834710927,4.179339196381232,28,50,5.5,8.693874,634.652802,636.4197960722253,-1.766994072225316,634.7471127918783,-0.09431079187834257
31,45,2+,6916.3,-66296.6,13.25,8624.53,3,3,1,76,0.18421052631578946,2.0,1.0,-0.5,2.5,-1,1.8749997656250295,4.235823584254893,28,50,7.0,8.62453,655.46428,654.4867377463498,0.9775422536501992,655.4009700091326,0.06330999086742395
31,44,3/2-,3396.3,-68460.6,30.216,8660.757,9,9,1,75,0.17333333333333334,1.5,-1.0,0.5,1.0,0,1.9999997777778027,4.217163326508746,28,50,6.5,8.660757,649.556775,649.8103765026599,-0.25360150265987613,649.29698732589,0.25978767411004355
31,41,3-,3997.6,-68588.3,57.447,8687.089,11,11,1,72,0.1388888888888889,3.0,-1.0,-0.5,3.5,-1,2.2499998125000156,4.160167646103808,28,50,5.0,8.687089,625.470408,627.6317986299771,-2.1613906299770633,626.1274046964592,-0.6569966964591458
31,40,3/2-,-232.47,-70139.1,59.73,8717.605,11,11,0,71,0.1267605633802817,1.5,-1.0,0.5,1.0,0,2.3076921301775286,4.140817749422853,28,50,4.5,8.717604999999999,618.9499549999999,621.1941639952404,-2.244208995240456,619.2603292987761,-0.31037429877619616
31,47,2+,8158.0,-63704.1,-20.864,8577.104,14,14,1,78,0.20512820512820512,2.0,1.0,-0.5,2.5,-1,1.4999997500000417,4.272658681697917,28,50,8.0,8.577103999999999,669.0141119999998,665.4085433431068,3.6055686568930696,669.0791925591927,-0.0650805591928929
31,46,3/2-,5220.5,-65992.4,3.75,8613.39,3,3,1,77,0.19480519480519481,1.5,-1.0,0.5,1.0,0,1.71428546938779,4.254320865115005,28,50,7.5,8.613389999999999,663.2310299999999,661.5102738190476,1.7207561809523213,663.195242402939,0.035787597060902954
31,49,3,10312.0,-59224.0,-48.52,8508.45,4,4,1,80,0.225,3.0,1.0,-0.5,3.5,-1,0.7499998125000469,4.308869380063767,28,50,9.0,8.50845,680.6759999999999,674.8286657282669,5.847334271733075,682.2574835657203,-1.5814835657204185
31,49,3,10312.0,-59224.0,-48.52,8508.45,4,4,1,80,0.225,3.0,1.0,-0.5,3.5,-1,0.7499998125000469,4.308869380063767,28,50,9.0,8.50845,680.6759999999999,674.8286657282669,5.847334271733075,682.2574835657203,-1.5814835657204185
31,48,3/2(-),6980.0,-62548.4,-28.866,8556.073,15,15,1,79,0.21518987341772153,1.5,-1.0,0.5,1.0,0,1.199999760000048,4.290840427026207,28,50,8.5,8.556073,675.929767,671.6492120773736,4.280554922626379,676.5488708089377,-0.6191038089377798
31,48,3/2(-),6980.0,-62548.4,-28.866,8556.073,15,15,1,79,0.21518987341772153,1.5,-1.0,0.5,1.0,0,1.199999760000048,4.290840427026207,28,50,8.5,8.556073,675.929767,671.6492120773736,4.280554922626379,676.5488708089377,-0.6191038089377798
31,32,3/2-,-9630.0,-56547.1,-8.128,8583.927,21,21,1,63,0.015873015873015872,1.5,-1.0,0.5,1.0,0,1.71428546938779,3.9790572078963917,28,28,0.5,8.583927,540.7874009999999,538.4110177862855,2.376383213714462,541.1686403241862,-0.3812393241862537
31,31,0+,-9850.0,-51987.0,-43.756,8518.645,10,10,1,62,0.0,0.0,1.0,-0.5,0.5,-1,1.4999997500000417,3.9578916096804053,28,28,0.0,8.518645000000001,528.1559900000001,523.6370755906801,4.518914409320018,529.603981965721,-1.4479919657209166
31,31,0+,-9850.0,-51987.0,-43.756,8518.645,10,10,1,62,0.0,0.0,1.0,-0.5,0.5,-1,1.4999997500000417,3.9578916096804053,28,28,0.0,8.518645000000001,528.1559900000001,523.6370755906801,4.518914409320018,529.603981965721,-1.4479919657209166
31,34,3/2-,-6179.3,-62657.5,25.65,8662.16,12,12,1,65,0.046153846153846156,1.5,-1.0,0.5,1.0,0,1.9999997777778027,4.020725758589058,28,28,1.5,8.66216,563.0404,562.7962914292518,0.2441085707481534,562.8948868743536,0.14551312564640284
31,33,0+,-4517.0,-58832.8,2.489,8611.632,22,22,1,64,0.03125,0.0,1.0,-0.5,0.5,-1,1.8749997656250295,3.9999999999999996,28,28,1.0,8.611632,551.144448,549.445,1.6994479999999612,550.8305981707323,0.3138498292677241
31,30,3/2-,-13300.0,-47130.0,-37.1,8446.4,6,6,1,61,-0.01639344262295082,1.5,-1.0,0.5,1.0,0,1.199999760000048,3.936497183102173,28,28,0.5,8.446399999999999,515.2303999999999,511.1597270098326,4.070672990167338,514.3906160905171,0.8397839094827759
31,30,3/2-,-13300.0,-47130.0,-37.1,8446.4,6,6,1,61,-0.01639344262295082,1.5,-1.0,0.5,1.0,0,1.199999760000048,3.936497183102173,28,28,0.5,8.446399999999999,515.2303999999999,511.1597270098326,4.070672990167338,514.3906160905171,0.8397839094827759
31,39,1+,1651.9,-68910.1,53.12,8709.281,17,17,1,70,0.11428571428571428,1.0,1.0,-0.5,1.5,-1,2.3571426887755225,4.121285299808556,28,28,4.0,8.709281,609.64967,611.4092948694606,-1.7596248694605947,609.4818824985529,0.16778750144715104
31,39,1+,1651.9,-68910.1,53.12,8709.281,17,17,1,70,0.11428571428571428,1.0,1.0,-0.5,1.5,-1,2.3571426887755225,4.121285299808556,28,28,4.0,8.709281,609.64967,611.4092948694606,-1.7596248694605947,609.4818824985529,0.16778750144715104
31,36,3/2-,-4205.0,-66879.2,46.536,8707.533,18,18,1,67,0.07462686567164178,1.5,-1.0,0.5,1.0,0,2.1818179834710927,4.0615481004456795,28,28,2.5,8.707533,583.404711,584.5739334585262,-1.1692224585261783,582.9955712028925,0.4091397971075139
31,35,0+,-2117.0,-63723.7,33.975,8669.363,17,17,1,66,0.06060606060606061,0.0,1.0,-0.5,0.5,-1,2.0999997900000213,4.04124002062219,28,28,2.0,8.669362999999999,572.1779579999999,572.5190439105742,-0.34108591057429294,571.8110128528498,0.36694514715009063
31,38,3/2-,-2227.1,-69327.8,57.294,8724.58,17,17,0,69,0.10144927536231885,1.5,-1.0,0.5,1.0,0,2.3076921301775286,4.101565929702347,28,28,3.5,8.72458,601.9960199999999,603.9723447709679,-1.976324770967949,601.7164791861385,0.2795408138614448
31,37,1+,-107.3,-67086.1,49.318,8701.22,21,21,1,68,0.08823529411764706,1.0,1.0,-0.5,1.5,-1,2.2499998125000156,4.081655101917348,28,28,3.0,8.70122,591.68296,593.1021048762684,-1.419144876268433,591.2868438071869,0.3961161928131105
31,29,(2+),-12100.0,-39590.0,-51.0,8327.0,3,3,1,60,-0.03333333333333333,2.0,1.0,-0.5,2.5,-1,0.7499998125000469,3.9148676411688634,28,28,1.0,8.327,499.62,494.819957972821,4.800042027179018,501.6394791725853,-2.0194791725853065
31,29,(2+),-12100.0,-39590.0,-51.0,8327.0,3,3,1,60,-0.03333333333333333,2.0,1.0,-0.5,2.5,-1,0.7499998125000469,3.9148676411688634,28,28,1.0,8.327,499.62,494.819957972821,4.800042027179018,501.6394791725853,-2.0194791725853065
31,29,(2+),-12100.0,-39590.0,-51.0,8327.0,3,3,1,60,-0.03333333333333333,2.0,1.0,-0.5,2.5,-1,0.7499998125000469,3.9148676411688634,28,28,1.0,8.327,499.62,494.819957972821,4.800042027179018,501.6394791725853,-2.0194791725853065
32,45,7/2+,2703.5,-71212.87,29.4026,8671.0293,7,7,1,77,0.16883116883116883,3.5,1.0,-0.5,4.0,0,2.2222219753086696,4.254320865115005,28,50,6.5,8.6710293,667.6692561000001,667.9775800143491,-0.3083239143489891,667.5503004088789,0.11895569112118665
32,45,1/2-,2703.5,-71053.17,29.4026,8671.0293,7,7,1,77,0.16883116883116883,0.5,-1.0,-0.5,1.0,0,2.2222219753086696,4.254320865115005,28,50,6.5,8.6710293,667.6692561000001,667.9775800143491,-0.3083239143489891,667.5503004088789,0.11895569112118665
32,45,1/2-,2703.5,-71053.17,29.4026,8671.0293,7,7,1,77,0.16883116883116883,0.5,-1.0,-0.5,1.0,0,2.2222219753086696,4.254320865115005,28,50,6.5,8.6710293,667.6692561000001,667.9775800143491,-0.3083239143489891,667.5503004088789,0.11895569112118665
32,46,0+,955.0,-71862.0,15.42,8671.66,5,5,1,78,0.1794871794871795,0.0,1.0,0.0,0.0,1,1.9999997500000315,4.272658681697917,28,50,7.0,8.67166,676.3894799999999,675.6114000029378,0.7780799970621501,676.1171373146276,0.27234268537233675
32,43,1/2-,1177.2,-71856.97,52.6003,8695.6096,7,7,1,75,0.14666666666666667,0.5,-1.0,-0.5,1.0,0,2.545454314049608,4.217163326508746,28,50,5.5,8.6956096,652.17072,654.1612729824487,-1.9905529824487758,652.2805115026476,-0.10979150264768123
32,43,7/2+,1177.2,-71717.27,52.6003,8695.6096,7,7,1,75,0.14666666666666667,3.5,1.0,-0.5,4.0,0,2.545454314049608,4.217163326508746,28,50,5.5,8.6956096,652.17072,654.1612729824487,-1.9905529824487758,652.2805115026476,-0.10979150264768123
32,43,7/2+,1177.2,-71717.27,52.6003,8695.6096,7,7,1,75,0.14666666666666667,3.5,1.0,-0.5,4.0,0,2.545454314049608,4.217163326508746,28,50,5.5,8.6956096,652.17072,654.1612729824487,-1.9905529824487758,652.2805115026476,-0.10979150264768123
32,44,0+,-921.5,-73212.898,40.1108,8705.2364,3,3,0,76,0.15789473684210525,0.0,1.0,0.0,0.0,1,2.399999760000024,4.235823584254893,28,50,6.0,8.7052364,661.5979664,662.6625505895067,-1.0645841895067178,661.2242518016473,0.37371459835276255
32,41,9/2+,-345.0,-71297.53,68.7306,8705.05,8,8,0,73,0.1232876712328767,4.5,1.0,0.5,4.0,0,2.769230556213034,4.179339196381232,28,50,4.5,8.70505,635.46865,638.5400197433252,-3.0713697433251355,636.2456586359671,-0.7770086359670358
32,41,1/2-,-345.0,-71230.83,68.7306,8705.05,8,8,1,73,0.1232876712328767,0.5,-1.0,-0.5,1.0,0,2.769230556213034,4.179339196381232,28,50,4.5,8.70505,635.46865,638.5400197433252,-3.0713697433251355,636.2456586359671,-0.7770086359670358
32,42,0+,-2562.4,-73422.451,58.0405,8725.2011,3,3,0,74,0.13513513513513514,0.0,1.0,0.0,0.0,1,2.666666444444463,4.198336453808407,28,50,5.0,8.7252011,645.6648814,647.9804681836232,-2.315586783623189,645.6268611685605,0.038020231439531926
32,40,0+,-4356.0,-72585.91,65.2928,8731.7459,11,11,0,72,0.1111111111111111,0.0,1.0,0.0,0.0,1,2.8571426530612394,4.160167646103808,28,50,4.0,8.7317459,628.6857047999999,631.4193084249952,-2.733603624995226,629.0009813503997,-0.31527655039974434
32,49,(9/2+),6242.0,-66291.7,-29.14,8580.66,3,3,1,81,0.20987654320987653,4.5,1.0,0.5,4.0,0,0.799999840000032,4.3267487109222245,28,50,8.5,8.58066,695.03346,690.7350622722886,4.298397727711404,696.2270145241614,-1.1935545241614136
32,49,(1/2+),6242.0,-65612.6,-29.14,8580.66,3,3,1,81,0.20987654320987653,0.5,1.0,0.5,0.0,0,0.799999840000032,4.3267487109222245,28,50,8.5,8.58066,695.03346,690.7350622722886,4.298397727711404,696.2270145241614,-1.1935545241614136
32,47,(1/2)-,4110.0,-69530.0,-0.6,8634.5,5,5,1,79,0.189873417721519,0.5,-1.0,-0.5,1.0,0,1.71428546938779,4.290840427026207,28,50,7.5,8.6345,682.1255,680.1272887787695,1.9982112212304628,682.1666945621257,-0.04119456212572459
32,47,(7/2+),4110.0,-69340.0,-0.6,8634.5,5,5,1,79,0.189873417721519,3.5,1.0,-0.5,4.0,0,1.71428546938779,4.290840427026207,28,50,7.5,8.6345,682.1255,680.1272887787695,1.9982112212304628,682.1666945621257,-0.04119456212572459
