Z,elem,A,N,Rav,delta_Rav,x,ee,eo,oe,oo,t,h,P,K,S,d,diff
37,Rb,94,57,4.3184,0.0211,400,0.0,0.0,0.0,1.0,20.673717099616514,0.6491228070175439,3.9374997539062653,4.546835943776344,0.2127659574468085,-1.0,-0.01228047975532931
55,Cs,135,80,4.8067,0.0047,625,0.0,0.0,1.0,0.0,26.31615964391579,0.6875,1.428571224489825,5.12992784003009,0.18518518518518517,0.0,-0.014109363190093482
63,Eu,137,74,4.9762,0.0095,121,0.0,0.0,1.0,0.0,26.575434761451795,0.8513513513513513,4.952380716553299,5.155136735475772,0.08029197080291971,0.0,-0.019577885470712708
62,Sm,149,87,5.0134,0.0035,625,0.0,1.0,0.0,0.0,28.105469568479982,0.7126436781609196,3.5294115570934377,5.301459192380904,0.16778523489932887,0.0,-0.019563605512097126
70,Yb,158,88,5.1498,0.0088,324,1.0,0.0,0.0,0.0,29.226135354653636,0.7954545454545454,3.99999977777779,5.406120175750225,0.11392405063291139,1.0,-0.030465832018037098
63,Eu,138,75,4.9779,0.0094,144,0.0,0.0,0.0,1.0,26.70459879545431,0.84,4.549999772500011,5.167649252363622,0.08695652173913043,-1.0,-0.016588009361732325
56,Ba,145,89,4.9345,0.0123,1089,0.0,1.0,0.0,0.0,27.600185534004485,0.6292134831460674,3.23076898224854,5.253587872492901,0.22758620689655173,0.0,-0.0025311908594316535
71,Lu,175,104,5.37,0.0304,1089,0.0,0.0,1.0,0.0,31.286623728379862,0.6826923076923077,7.333333111111118,5.593444710406984,0.18857142857142858,0.0,0.008821670286732086
70,Yb,152,82,5.0423,0.0146,144,1.0,0.0,0.0,0.0,28.48146943560797,0.8536585365853658,0.0,5.336803297443889,0.07894736842105263,1.0,-0.028909617534437437
10,Ne,20,10,3.0055,0.0021,0,1.0,0.0,0.0,0.0,7.368062997280773,1.0,0.9999997500000625,2.7144176165949063,0.0,1.0,0.08523995654585104
60,Nd,138,78,4.9123,0.0026,324,1.0,0.0,0.0,0.0,26.70459879545431,0.7692307692307693,2.8571426530612394,5.167649252363622,0.13043478260869565,1.0,-0.01544368585196132
63,Eu,147,84,4.9938,0.0094,441,0.0,0.0,1.0,0.0,27.853400455274738,0.75,1.7333332177777856,5.277632087904077,0.14285714285714285,0.0,-0.001835216056528921
44,Ru,98,54,4.4229,0.0055,100,1.0,0.0,0.0,0.0,21.256122803129635,0.8148148148148148,2.399999760000024,4.610436292058446,0.10204081632653061,1.0,-0.01673817086480156
63,Eu,157,94,5.1351,0.0075,961,0.0,0.0,1.0,0.0,29.102687879321483,0.6702127659574468,6.23999975040001,5.394690712109591,0.19745222929936307,0.0,-0.015782114021432037
86,Rn,219,133,5.6648,0.0191,2209,0.0,1.0,0.0,0.0,36.33256645315319,0.6466165413533834,2.545454314049608,6.027650160149741,0.2146118721461187,0.0,0.02484753829130959
50,Sn,112,62,4.5948,0.0022,144,1.0,0.0,0.0,0.0,23.235142934254814,0.8064516129032258,0.0,4.820284528350459,0.10714285714285714,1.0,0.0166584383163233
80,Hg,204,124,5.4744,0.0036,1936,1.0,0.0,0.0,0.0,34.65400589606056,0.6451612903225806,0.9999997500000625,5.886765316883336,0.21568627450980393,1.0,-0.0024363503300310896
64,Gd,148,84,5.008,0.0171,400,1.0,0.0,0.0,0.0,27.97957694388431,0.7619047619047619,1.7499998906250067,5.289572472694207,0.13513513513513514,1.0,-0.005232478737356772
55,Cs,140,85,4.8554,0.0088,900,0.0,0.0,0.0,1.0,26.9619949977585,0.6470588235294118,1.8749997656250295,5.1924941018511035,0.21428571428571427,-1.0,-0.007905826035075947
52,Te,123,71,4.7117,0.0035,361,0.0,1.0,0.0,0.0,24.732617117726065,0.7323943661971831,1.6923075621301875,4.97318983326859,0.15447154471544716,0.0,0.0022075054177017606
52,Te,126,74,4.7266,0.0032,484,1.0,0.0,0.0,0.0,25.133156184720164,0.7027027027027027,1.5999998400000162,5.0132979349645845,0.1746031746031746,1.0,-0.0009517856031209249
62,Sm,143,81,4.9479,0.0034,361,0.0,1.0,0.0,0.0,27.34580368248674,0.7654320987654321,0.9230768520710114,5.229321531755983,0.13286713286713286,0.0,0.0037112431017982672
70,Yb,176,106,5.3215,0.0062,1296,1.0,0.0,0.0,0.0,31.405697642158753,0.660377358490566,7.499999765625008,5.604078661310774,0.20454545454545456,1.0,-0.04156854501804652
82,Pb,194,112,5.4372,0.0023,900,1.0,0.0,0.0,0.0,33.51206218930888,0.7321428571428571,0.0,5.788960372062403,0.15463917525773196,1.0,0.018054512793930222
38,Sr,85,47,4.2304,0.0021,81,0.0,1.0,0.0,0.0,19.3321111659706,0.8085106382978723,2.3076921301775286,4.396829672158179,0.10588235294117647,0.0,-0.014701540831084436
20,Ca,45,25,3.4944,0.0021,25,0.0,1.0,0.0,0.0,12.651489979526238,0.8,0.0,3.5568933044900626,0.1111111111111111,0.0,0.01790921419869207
33,As,75,42,4.0968,0.002,81,0.0,0.0,1.0,0.0,17.784466522450312,0.7857142857142857,3.076922840236705,4.217163326508746,0.12,0.0,0.0056693399104217335
47,Ag,99,52,4.463,0.0179,25,0.0,0.0,1.0,0.0,21.400477469184917,0.9038461538461539,1.199999760000048,4.626065009182741,0.050505050505050504,0.0,-0.010418123205637286
55,Cs,129,74,4.7981,0.005,361,0.0,0.0,1.0,0.0,25.530528603808893,0.7432432432432432,3.076922840236705,5.05277434720856,0.14728682170542637,0.0,-0.01642605640678596
56,Ba,128,72,4.8255,0.0048,256,1.0,0.0,0.0,0.0,25.398416831491186,0.7777777777777778,3.7499997656250144,5.039684199579492,0.125,1.0,-0.007832780969487807
80,Hg,195,115,5.4345,0.0032,1225,0.0,1.0,0.0,0.0,33.62712520483358,0.6956521739130435,1.6923075621301875,5.798889997648997,0.1794871794871795,0.0,-0.006491711574052594
84,Po,199,115,5.5123,0.0189,961,0.0,1.0,0.0,0.0,34.08542532669918,0.7304347826086957,1.6923075621301875,5.838272460814002,0.15577889447236182,0.0,0.015108849215249798
31,Ga,73,42,4.042,0.0042,121,0.0,0.0,1.0,0.0,17.466876118408518,0.7380952380952381,2.1818179834710927,4.179339196381232,0.1506849315068493,0.0,0.024066015081741554
62,Sm,141,79,4.9517,0.0034,289,0.0,1.0,0.0,0.0,27.09023308756464,0.7848101265822784,2.3999998400000107,5.2048278633942004,0.12056737588652482,0.0,-0.009003952765213263
84,Po,210,126,5.5704,0.0185,1764,1.0,0.0,0.0,0.0,35.33020818053945,0.6666666666666666,0.0,5.943921952763129,0.2,1.0,0.04850862174557857
50,Sn,132,82,4.7093,0.0076,1024,1.0,0.0,0.0,0.0,25.92483220379743,0.6097560975609756,0.0,5.091643369659488,0.24242424242424243,1.0,-0.00023566238086658586
60,Nd,143,83,4.9254,0.0026,529,0.0,1.0,0.0,0.0,27.34580368248674,0.7228915662650602,0.9090908264462886,5.229321531755983,0.16083916083916083,0.0,0.004987020320693425
71,Lu,168,97,5.3227,0.0302,676,0.0,0.0,0.0,1.0,30.446650444080973,0.7319587628865979,6.346153602071015,5.517848352762241,0.15476190476190477,-1.0,0.02603494324133404
82,Pb,209,127,5.51,0.0014,2025,0.0,1.0,0.0,0.0,35.21795958518306,0.6456692913385826,0.0,5.934472140399941,0.215311004784689,0.0,0.010140559109002467
69,Tm,157,88,5.114,0.0074,361,0.0,0.0,1.0,0.0,29.102687879321483,0.7840909090909091,4.105262941828266,5.394690712109591,0.12101910828025478,0.0,-0.05219147671098501
56,Ba,142,86,4.8953,0.0083,900,1.0,0.0,0.0,0.0,27.218168369146653,0.6511627906976745,2.399999760000024,5.217103446276167,0.2112676056338028,1.0,-0.003720376642813328
54,Xe,132,78,4.7859,0.0048,576,1.0,0.0,0.0,0.0,25.92483220379743,0.6923076923076923,1.9999997500000315,5.091643369659488,0.18181818181818182,1.0,-0.014716798024828392
84,Po,209,125,5.5631,0.0187,1681,0.0,1.0,0.0,0.0,35.21795958518306,0.672,0.6666664444445185,5.934472140399941,0.19617224880382775,0.0,0.032735197893563495
36,Kr,88,52,4.2171,0.0043,256,1.0,0.0,0.0,0.0,19.7843497729948,0.6923076923076923,1.5999998400000162,4.4479601811386305,0.18181818181818182,1.0,-0.0006674091741301069
60,Nd,139,79,4.9076,0.0025,361,0.0,1.0,0.0,0.0,26.833451212355452,0.759493670886076,2.3076921301775286,5.180101467380292,0.1366906474820144,0.0,-0.01568915933365922
49,In,116,67,4.6211,0.0027,324,0.0,0.0,0.0,1.0,23.785118866310174,0.7313432835820896,0.9374999414062536,4.876998961073313,0.15517241379310345,-1.0,0.013778488180950177
63,Eu,155,92,5.1221,0.0069,841,0.0,0.0,1.0,0.0,28.855003552528782,0.6847826086956522,5.652173667296797,5.371685354944832,0.1870967741935484,0.0,-0.0032550342632671203
84,Po,196,112,5.5136,0.0189,784,1.0,0.0,0.0,0.0,33.74199169845321,0.75,1.7499998906250067,5.808785733563703,0.14285714285714285,1.0,0.031437648797673745
22,Ti,45,23,3.5939,0.0032,1,0.0,1.0,0.0,0.0,12.651489979526238,0.9565217391304348,1.199999760000048,3.5568933044900626,0.022222222222222223,0.0,0.0293885087996264
87,Fr,203,116,5.556,0.0178,841,0.0,0.0,1.0,0.0,34.540664785434856,0.75,3.333333111111126,5.8771306592107395,0.14285714285714285,0.0,-0.02020116093241331
37,Rb,76,39,4.2273,0.007,4,0.0,0.0,0.0,1.0,17.942201436929967,0.9487179487179487,4.949999752500013,4.235823584254893,0.02631578947368421,-1.0,0.015527685530695834
62,Sm,148,86,5.0042,0.0034,576,1.0,0.0,0.0,0.0,27.97957694388431,0.7209302325581395,2.9999998125000116,5.289572472694207,0.16216216216216217,1.0,-0.011759317482372467
83,Bi,210,127,5.53,0.0904,1936,0.0,0.0,0.0,1.0,35.33020818053945,0.6535433070866141,0.499999750000125,5.943921952763129,0.20952380952380953,-1.0,0.005910753582391237
19,K,48,29,3.4689,0.0023,100,0.0,0.0,0.0,1.0,13.207708995578505,0.6551724137931034,0.499999750000125,3.634241185664279,0.20833333333333334,-1.0,-0.01272734770399886
46,Pd,106,60,4.5318,0.0029,196,1.0,0.0,0.0,0.0,22.397725109111345,0.7666666666666667,2.8571426530612394,4.732623491163368,0.1320754716981132,1.0,-0.002229058964341668
31,Ga,71,40,4.0118,0.0016,81,0.0,0.0,1.0,0.0,17.146371633935342,0.775,2.3076921301775286,4.140817749422853,0.1267605633802817,0.0,0.007055895178685212
47,Ag,104,57,4.5119,0.0058,100,0.0,0.0,0.0,1.0,22.115099254715485,0.8245614035087719,2.0999997900000213,4.7026693754415145,0.09615384615384616,-1.0,-0.009313522651515527
55,Cs,123,68,4.782,0.007,169,0.0,0.0,1.0,0.0,24.732617117726065,0.8088235294117647,3.6842103324099824,4.97318983326859,0.10569105691056911,0.0,-0.005078193226128569
69,Tm,167,98,5.2129,0.0036,841,0.0,0.0,1.0,0.0,30.32571022328558,0.7040816326530612,7.172413545778843,5.506878446387352,0.17365269461077845,0.0,-0.07653176017255792
31,Ga,75,44,4.0472,0.0055,169,0.0,0.0,1.0,0.0,17.784466522450312,0.7045454545454546,1.9999997777778027,4.217163326508746,0.17333333333333334,0.0,0.01679564850216053
36,Kr,80,44,4.197,0.0029,64,1.0,0.0,0.0,0.0,18.566355334451114,0.8181818181818182,3.428571183673487,4.308869380063767,0.1,1.0,0.003804398246513685
12,Mg,27,15,3.0324,0.0022,9,0.0,1.0,0.0,0.0,8.999999999999998,0.8,2.2222219753086696,3.0,0.1111111111111111,0.0,-0.04815408631163409
63,Eu,143,80,4.9636,0.0091,289,0.0,0.0,1.0,0.0,27.34580368248674,0.7875,1.7333332177777856,5.229321531755983,0.11888111888111888,0.0,-0.007973692150096134
37,Rb,88,51,4.217,0.0038,196,0.0,0.0,0.0,1.0,19.7843497729948,0.7254901960784313,0.8999999100000091,4.4479601811386305,0.1590909090909091,-1.0,-0.0042280145690876125
49,In,110,61,4.5742,0.0056,144,0.0,0.0,0.0,1.0,22.957704246655545,0.8032786885245902,0.9166665902777842,4.791419857062784,0.10909090909090909,-1.0,0.006242570765888189
68,Er,150,82,5.0548,0.0254,196,1.0,0.0,0.0,0.0,28.23108086643085,0.8292682926829268,0.0,5.313292845913055,0.09333333333333334,1.0,0.017696534483120807
36,Kr,85,49,4.1846,0.0022,169,0.0,1.0,0.0,0.0,19.3321111659706,0.7346938775510204,0.8888887901234679,4.396829672158179,0.15294117647058825,0.0,0.0038062239400655784
54,Xe,144,90,4.9082,0.0208,1296,1.0,0.0,0.0,0.0,27.47314182127996,0.6,2.666666444444463,5.241482788417793,0.25,1.0,0.011433949436572277
31,Ga,80,49,4.0418,0.0083,324,0.0,0.0,0.0,1.0,18.566355334451114,0.6326530612244898,0.7499998125000469,4.308869380063767,0.225,-1.0,-0.004032609307909496
36,Kr,89,53,4.2286,0.0054,289,0.0,1.0,0.0,0.0,19.93394876854618,0.6792452830188679,2.1818179834710927,4.464745095584537,0.19101123595505617,0.0,-0.008948325566861648
10,Ne,24,14,2.9007,0.0078,16,1.0,0.0,0.0,0.0,8.320335292207616,0.7142857142857143,1.4999998125000236,2.8844991406148166,0.16666666666666666,1.0,-0.0516894217744861
68,Er,158,90,5.1761,0.0312,484,1.0,0.0,0.0,0.0,29.226135354653636,0.7555555555555555,5.090908859504142,5.406120175750225,0.13924050632911392,1.0,-0.005424415456407594
86,Rn,206,120,5.564,0.0178,1156,1.0,0.0,0.0,0.0,34.880134177302764,0.7166666666666667,2.399999760000024,5.9059405836244885,0.1650485436893204,1.0,-0.001840572204065083
20,Ca,39,19,3.4595,0.0025,1,0.0,1.0,0.0,0.0,11.500315051230226,1.0526315789473684,0.0,3.3912114430141664,-0.02564102564102564,0.0,0.01632771814068068
70,Yb,163,93,5.2157,0.0064,529,0.0,1.0,0.0,0.0,29.839513369337435,0.7526881720430108,5.739130185255209,5.462555571281397,0.1411042944785276,0.0,-0.02866475033959137
63,Eu,140,77,4.9695,0.0091,196,0.0,0.0,0.0,1.0,26.9619949977585,0.8181818181818182,3.611110910493838,5.1924941018511035,0.1,-1.0,-0.019678391206165102
65,Tb,151,86,4.963,0.1504,441,0.0,0.0,1.0,0.0,28.356413335678806,0.7558139534883721,3.1578945706371275,5.325074021614986,0.1390728476821192,0.0,-0.10687391766780863
32,Ge,73,41,4.0632,0.0014,81,0.0,1.0,0.0,0.0,17.466876118408518,0.7804878048780488,2.769230556213034,4.179339196381232,0.1232876712328767,0.0,0.013437426052586687
39,Y,93,54,4.3052,0.0065,225,0.0,0.0,1.0,0.0,20.526833787405323,0.7222222222222222,2.933333137777791,4.530654896083492,0.16129032258064516,0.0,-0.02808467253544844
38,Sr,93,55,4.3026,0.0075,289,0.0,1.0,0.0,0.0,20.526833787405323,0.6909090909090909,3.333333111111126,4.530654896083492,0.1827956989247312,0.0,-0.02281223155093226
54,Xe,139,85,4.8409,0.01,961,0.0,1.0,0.0,0.0,26.833451212355452,0.6352941176470588,1.71428546938779,5.180101467380292,0.22302158273381295,0.0,-0.0008633589002613462
55,Cs,124,69,4.7828,0.0062,196,0.0,0.0,0.0,1.0,24.8664882538245,0.7971014492753623,3.611110910493838,4.986630952238645,0.11290322580645161,-1.0,-0.009365911791062054
31,Ga,72,41,4.0318,0.0031,100,0.0,0.0,0.0,1.0,17.306994843688898,0.7560975609756098,2.2499998125000156,4.160167646103808,0.1388888888888889,-1.0,0.02041409091391877
88,Ra,230,142,5.7551,0.0346,2916,1.0,0.0,0.0,0.0,37.539218229773184,0.6197183098591549,4.363636165289265,6.126925675228416,0.23478260869565218,1.0,0.0010140190891663181
90,Th,227,137,5.7404,0.0165,2209,0.0,1.0,0.0,0.0,37.21207647376352,0.656934306569343,4.631578703601121,6.100170200393062,0.20704845814977973,0.0,-0.01631064631550494
37,Rb,80,43,4.2271,0.0061,36,0.0,0.0,0.0,1.0,18.566355334451114,0.8604651162790697,3.9374997539062653,4.308869380063767,0.075,-1.0,0.005617755336352559
16,S,36,20,3.2985,0.0024,16,1.0,0.0,0.0,0.0,10.902723556992836,0.8,0.0,3.3019272488946263,0.1111111111111111,1.0,0.028332112412456922
86,Rn,210,124,5.5813,0.0177,1444,1.0,0.0,0.0,0.0,35.33020818053945,0.6935483870967742,1.3333331111111482,5.943921952763129,0.18095238095238095,1.0,0.015492162053174496
26,Fe,54,28,3.6933,0.0019,4,1.0,0.0,0.0,0.0,14.286609467713793,0.9285714285714286,0.0,3.7797631496846193,0.037037037037037035,1.0,-0.026948438763507276
78,Pt,180,102,5.3891,0.0049,576,1.0,0.0,0.0,0.0,31.879757075478327,0.7647058823529411,3.33333319444445,5.64621617328617,0.13333333333333333,1.0,0.017428472440567333
