Z,elem,A,N,Rav,delta_Rav,x,ee,eo,oe,oo,t,h,P,K,S,d,diff
18,Ar,44,26,3.4454,0.0046,64,1.0,0.0,0.0,0.0,12.463359368739502,0.6923076923076923,0.9999997500000625,3.530348335326063,0.18181818181818182,1.0,0.02030189674414684
49,In,124,75,4.6625,0.006,676,0.0,0.0,0.0,1.0,24.8664882538245,0.6533333333333333,0.8749998906250137,4.986630952238645,0.20967741935483872,-1.0,0.002161970659908974
51,Sb,121,70,4.6802,0.0026,361,0.0,0.0,1.0,0.0,24.463780996262468,0.7285714285714285,0.9230768520710114,4.9460874432487,0.15702479338842976,0.0,0.012528330605058535
82,Pb,204,122,5.4803,0.0014,1600,1.0,0.0,0.0,0.0,34.65400589606056,0.6721311475409836,0.0,5.886765316883336,0.19607843137254902,1.0,0.007550210030124127
12,Mg,23,11,3.0425,0.0039,1,0.0,1.0,0.0,0.0,8.087579399090064,1.0909090909090908,1.71428546938779,2.8438669798515654,-0.043478260869565216,0.0,-0.011032542100991805
67,Ho,160,93,5.1662,0.0315,676,0.0,0.0,0.0,1.0,29.472251989123087,0.7204301075268817,6.346153602071015,5.428835233189813,0.1625,-1.0,-0.04342974411347722
71,Lu,174,103,5.3634,0.0303,1024,0.0,0.0,0.0,1.0,31.167322789559027,0.6893203883495146,7.2187497744140705,5.5827701716584235,0.1839080459770115,-1.0,0.011007424686955147
57,La,135,78,4.8488,0.006,441,0.0,0.0,1.0,0.0,26.31615964391579,0.7307692307692307,2.545454314049608,5.12992784003009,0.15555555555555556,0.0,-0.01845065675717894
49,In,120,71,4.6443,0.0042,484,0.0,0.0,0.0,1.0,24.328807982293597,0.6901408450704225,0.9166665902777842,4.93242414866094,0.18333333333333332,-1.0,0.010528045993636326
18,Ar,39,21,3.4093,0.0031,9,0.0,1.0,0.0,0.0,11.500315051230226,0.8571428571428571,0.6666664444445185,3.3912114430141664,0.07692307692307693,0.0,0.031007276552158736
55,Cs,143,88,4.8965,0.0151,1089,0.0,0.0,1.0,0.0,27.34580368248674,0.625,2.7272724793388656,5.229321531755983,0.23076923076923078,0.0,-0.005347620379217766
84,Po,216,132,5.6394,0.0186,2304,1.0,0.0,0.0,0.0,35.99999999999999,0.6363636363636364,1.4999998125000236,5.999999999999999,0.2222222222222222,1.0,0.05336299784349041
70,Yb,154,84,5.0875,0.0105,196,1.0,0.0,0.0,0.0,28.730762177301624,0.8333333333333334,1.7142855918367434,5.3601084109653625,0.09090909090909091,1.0,-0.02648802956847529
41,Nb,103,62,4.5097,0.0227,441,0.0,0.0,1.0,0.0,21.973107636570674,0.6612903225806451,5.142856897959195,4.687548147653597,0.20388349514563106,0.0,0.02291088339722336
63,Eu,158,95,5.1413,0.0078,1024,0.0,0.0,0.0,1.0,29.226135354653636,0.6631578947368421,6.4999997500000095,5.406120175750225,0.20253164556962025,-1.0,-0.021750010888705873
70,Yb,162,92,5.2054,0.0067,484,1.0,0.0,0.0,0.0,29.717345240051635,0.7608695652173914,5.454545206611582,5.451361778496419,0.13580246913580246,1.0,-0.02719948490290225
55,Cs,146,91,4.9281,0.0193,1296,0.0,0.0,0.0,1.0,27.7269375249599,0.6043956043956044,3.214285484693894,5.265637428171437,0.2465753424657534,-1.0,-0.005059920879794788
79,Au,184,105,5.4306,0.0041,676,0.0,0.0,0.0,1.0,32.35031759636025,0.7523809523809524,2.6249998906250043,5.68773395970313,0.14130434782608695,-1.0,0.04120907940758478
11,Na,28,17,3.04,0.0581,36,0.0,0.0,0.0,1.0,9.220872584116892,0.6470588235294118,1.4999997500000417,3.0365889718756622,0.21428571428571427,-1.0,0.004152310016682481
90,Th,229,139,5.7557,0.0143,2401,0.0,1.0,0.0,0.0,37.43032990148211,0.6474820143884892,4.952380716553299,6.11803317263662,0.21397379912663755,0.0,-0.018854027023905928
63,Eu,149,86,5.0202,0.0103,529,0.0,0.0,1.0,0.0,28.105469568479982,0.7325581395348837,3.058823349480979,5.301459192380904,0.15436241610738255,0.0,-0.013968415157157743
50,Sn,125,75,4.6765,0.0026,625,0.0,1.0,0.0,0.0,24.999999999999996,0.6666666666666666,0.0,4.999999999999999,0.2,0.0,0.014542135332700212
20,Ca,50,30,3.5168,0.0064,100,1.0,0.0,0.0,0.0,13.572088082974531,0.6666666666666666,0.0,3.6840314986403864,0.2,1.0,-0.0009411561598753337
19,K,40,21,3.4324,0.0188,4,0.0,0.0,0.0,1.0,11.696070952851462,0.9047619047619048,0.499999750000125,3.4199518933533937,0.05,-1.0,0.014200258727906423
42,Mo,98,56,4.4091,0.0018,196,1.0,0.0,0.0,0.0,21.256122803129635,0.75,3.428571183673487,4.610436292058446,0.14285714285714285,1.0,-0.018739101084479515
44,Ru,102,58,4.4809,0.0018,196,1.0,0.0,0.0,0.0,21.830655745813875,0.7586206896551724,3.428571183673487,4.672328728355259,0.13725490196078433,1.0,-0.00636790329252257
50,Sn,122,72,4.6634,0.0022,484,1.0,0.0,0.0,0.0,24.598382690509563,0.6944444444444444,0.0,4.9596756638423,0.18032786885245902,1.0,0.021389532474126227
50,Sn,116,66,4.625,0.0019,256,1.0,0.0,0.0,0.0,23.785118866310174,0.7575757575757576,0.0,4.876998961073313,0.13793103448275862,1.0,0.021862838162387987
55,Cs,130,75,4.7992,0.0049,400,0.0,0.0,0.0,1.0,25.66229943873142,0.7333333333333333,2.9166664236111317,5.065797019100886,0.15384615384615385,-1.0,-0.01875144871856893
62,Sm,139,77,4.9556,0.0034,225,0.0,1.0,0.0,0.0,26.833451212355452,0.8051948051948052,3.5294115570934377,5.180101467380292,0.1079136690647482,0.0,-0.014426586149480336
11,Na,22,11,2.9852,0.0169,0,0.0,0.0,0.0,1.0,7.851424410539689,1.0,1.4999997500000417,2.802039330655387,0.0,-1.0,-0.005792828130217753
37,Rb,77,40,4.2356,0.008,9,0.0,0.0,1.0,0.0,18.099246023352887,0.925,4.736841855955691,4.254320865115005,0.03896103896103896,0.0,0.020736966327759454
55,Cs,119,64,4.7896,0.0089,81,0.0,0.0,1.0,0.0,24.193459516997326,0.859375,3.6842103324099824,4.9186847344587274,0.07563025210084033,0.0,0.028029634593799813
66,Dy,158,92,5.1815,0.3023,676,1.0,0.0,0.0,0.0,29.226135354653636,0.717391304347826,6.153845917159773,5.406120175750225,0.16455696202531644,1.0,-0.0020354292544970676
38,Sr,96,58,4.3522,0.0125,400,1.0,0.0,0.0,0.0,20.965931153671168,0.6551724137931034,4.444444197530878,4.5788569702133275,0.20833333333333334,1.0,-0.02052975953135494
63,Eu,153,90,5.1115,0.0062,729,0.0,0.0,1.0,0.0,28.606251587889357,0.7,4.952380716553299,5.348481241239363,0.17647058823529413,0.0,0.013640152480941303
87,Fr,208,121,5.5699,0.0177,1156,0.0,0.0,0.0,1.0,35.105531821316504,0.71900826446281,2.499999750000025,5.9249921368147405,0.16346153846153846,-1.0,-0.016814801365175214
55,Cs,127,72,4.7936,0.0055,289,0.0,0.0,1.0,0.0,25.26596056564665,0.7638888888888888,3.333333111111126,5.026525695313479,0.13385826771653545,0.0,-0.012796103133259074
55,Cs,139,84,4.8422,0.0069,841,0.0,0.0,1.0,0.0,26.833451212355452,0.6547619047619048,1.428571224489825,5.180101467380292,0.20863309352517986,0.0,-0.005022131161036114
64,Gd,150,86,5.0342,0.0159,484,1.0,0.0,0.0,0.0,28.23108086643085,0.7441860465116279,3.1111109382716142,5.313292845913055,0.14666666666666667,1.0,-0.017931971208220432
80,Hg,186,106,5.4017,0.0043,676,1.0,0.0,0.0,0.0,32.584317547703584,0.7547169811320755,1.8181817355371936,5.708267473384861,0.13978494623655913,1.0,0.00800465917325699
36,Kr,92,56,4.2724,0.0099,400,1.0,0.0,0.0,0.0,20.379423055219398,0.6428571428571429,3.428571183673487,4.514357435474001,0.21739130434782608,1.0,-0.01563672876614497
69,Tm,169,100,5.2256,0.0035,961,0.0,0.0,1.0,0.0,30.567350940369842,0.69,7.548386853277843,5.528774813678871,0.1834319526627219,0.0,-0.0845266467923409
58,Ce,146,88,4.959,0.0028,900,1.0,0.0,0.0,0.0,27.7269375249599,0.6590909090909091,3.428571183673487,5.265637428171437,0.2054794520547945,1.0,-0.010072999403283767
56,Ba,137,81,4.8314,0.0047,625,0.0,1.0,0.0,0.0,26.575434761451795,0.691358024691358,0.857142734693895,5.155136735475772,0.18248175182481752,0.0,-0.002725498732735865
36,Kr,79,43,4.2034,0.0032,49,0.0,1.0,0.0,0.0,18.41131157020244,0.8372093023255814,3.733333084444461,4.290840427026207,0.08860759493670886,0.0,0.011806510262864833
40,Zr,91,51,4.2845,0.0013,121,0.0,1.0,0.0,0.0,20.231477245126285,0.7843137254901961,0.9090908264462886,4.497941445275415,0.12087912087912088,0.0,-0.011562012869688054
67,Ho,162,95,5.1817,0.0313,784,0.0,0.0,0.0,1.0,29.717345240051635,0.7052631578947368,6.964285465561233,5.451361778496419,0.1728395061728395,-1.0,-0.05341312115824959
82,Pb,214,132,5.5577,0.0023,2500,1.0,0.0,0.0,0.0,35.77743342332243,0.6212121212121212,0.0,5.981424029720885,0.2336448598130841,1.0,0.030575663807273834
52,Te,120,68,4.7038,0.0088,256,1.0,0.0,0.0,0.0,24.328807982293597,0.7647058823529411,1.7499998906250067,4.93242414866094,0.13333333333333333,1.0,0.01278827044488473
20,Ca,40,20,3.4776,0.0019,0,1.0,0.0,0.0,0.0,11.696070952851462,1.0,0.0,3.4199518933533937,0.0,1.0,0.030514298016107055
28,Ni,57,29,3.7757,0.002,1,0.0,1.0,0.0,0.0,14.810960957438846,0.9655172413793104,0.0,3.8485011312768047,0.017543859649122806,0.0,-0.0190416309451793
63,Eu,150,87,5.0296,0.0108,576,0.0,0.0,0.0,1.0,28.23108086643085,0.7241379310344828,3.611110910493838,5.313292845913055,0.16,-1.0,-0.021882932859419668
70,Yb,170,100,5.2853,0.0056,900,1.0,0.0,0.0,0.0,30.687813601627905,0.7,7.199999760000008,5.539658256754464,0.17647058823529413,1.0,-0.032623045685680196
25,Mn,53,28,3.6662,0.0076,9,0.0,0.0,1.0,0.0,14.109682667364165,0.8928571428571429,0.0,3.756285754221072,0.05660377358490566,0.0,-0.018633263709674885
28,Ni,59,31,3.8118,0.0016,9,0.0,1.0,0.0,0.0,15.155421094002051,0.9032258064516129,0.0,3.8929964158732604,0.05084745762711865,0.0,0.0055420105382562035
54,Xe,128,74,4.7774,0.005,400,1.0,0.0,0.0,0.0,25.398416831491186,0.7297297297297297,2.666666444444463,5.039684199579492,0.15625,1.0,-0.010073987879493096
22,Ti,47,25,3.5962,0.0019,9,0.0,1.0,0.0,0.0,13.023625676689214,0.88,1.199999760000048,3.6088260801386944,0.06382978723404255,0.0,0.019419447068678153
63,Eu,145,82,4.9663,0.0091,361,0.0,0.0,1.0,0.0,27.600185534004485,0.7682926829268293,0.0,5.253587872492901,0.1310344827586207,0.0,0.016418147391957127
22,Ti,44,22,3.6115,0.0051,0,1.0,0.0,0.0,0.0,12.463359368739502,1.0,0.9999997500000625,3.530348335326063,0.0,1.0,0.055744393846110185
49,In,118,69,4.6335,0.0033,400,0.0,0.0,0.0,1.0,24.057731387639894,0.7101449275362319,0.9285713622449028,4.904868131524016,0.1694915254237288,-1.0,0.012999339933458032
94,Pu,239,145,5.8601,0.0378,2601,0.0,1.0,0.0,0.0,38.51222415000313,0.6482758620689655,7.354838472424565,6.205821794895751,0.21338912133891214,0.0,-0.04657889059642617
84,Po,218,134,5.6558,0.0186,2500,1.0,0.0,0.0,0.0,36.22188069037562,0.6268656716417911,1.5999998400000162,6.018461654806452,0.22935779816513763,1.0,0.056604987786085914
86,Rn,218,132,5.654,0.0187,2116,1.0,0.0,0.0,0.0,36.22188069037562,0.6515151515151515,2.399999760000024,6.018461654806452,0.21100917431192662,1.0,0.022616475179392914
88,Ra,212,124,5.5991,0.0177,1296,1.0,0.0,0.0,0.0,35.55417239989791,0.7096774193548387,1.4999998125000236,5.96273195774369,0.16981132075471697,1.0,0.0030940371614596174
71,Lu,165,94,5.283,0.0307,529,0.0,0.0,1.0,0.0,30.08310291760778,0.7553191489361702,5.739130185255209,5.484806552432618,0.1393939393939394,0.0,0.01699389231386128
76,Os,184,108,5.3823,0.0022,1024,1.0,0.0,0.0,0.0,32.35031759636025,0.7037037037037037,4.499999812500008,5.68773395970313,0.17391304347826086,1.0,-0.01828255428512726
22,Ti,49,27,3.5733,0.0021,25,0.0,1.0,0.0,0.0,13.390518279406722,0.8148148148148148,0.6666664444445185,3.6593057100229713,0.10204081632653061,0.0,-0.007504605211114956
11,Na,21,10,3.0136,0.0284,1,0.0,0.0,1.0,0.0,7.611662611020244,1.1,1.199999760000048,2.7589241763811203,-0.047619047619047616,0.0,0.027774860919485445
54,Xe,130,76,4.7818,0.0049,484,1.0,0.0,0.0,0.0,25.66229943873142,0.7105263157894737,2.399999760000024,5.065797019100886,0.16923076923076924,1.0,-0.013618726124259517
56,Ba,144,88,4.9236,0.0112,1024,1.0,0.0,0.0,0.0,27.47314182127996,0.6363636363636364,2.999999750000021,5.241482788417793,0.2222222222222222,1.0,-0.0016625668641747637
17,Cl,37,20,3.384,0.017,9,0.0,0.0,1.0,0.0,11.103702468586784,0.85,0.0,3.332221851645953,0.08108108108108109,0.0,0.06852852226832917
17,Cl,35,18,3.3654,0.0191,1,0.0,0.0,1.0,0.0,10.699874805650794,0.9444444444444444,1.199999760000048,3.2710663101885897,0.02857142857142857,0.0,0.03985515379827209
49,In,111,62,4.5856,0.0044,169,0.0,0.0,1.0,0.0,23.09663188088886,0.7903225806451613,0.9230768520710114,4.805895533705332,0.11711711711711711,0.0,0.011156776744799757
36,Kr,83,47,4.1871,0.0023,121,0.0,1.0,0.0,0.0,19.027660542766455,0.7659574468085106,2.1818179834710927,4.362070671454838,0.13253012048192772,0.0,-0.004352417779607265
82,Pb,205,123,5.4828,0.0015,1681,0.0,1.0,0.0,0.0,34.76716195915227,0.6666666666666666,0.0,5.896368539970366,0.2,0.0,0.004642370837670384
65,Tb,154,89,5.0333,0.1501,576,0.0,0.0,0.0,1.0,28.730762177301624,0.7303370786516854,4.772727055785134,5.3601084109653625,0.15584415584415584,-1.0,-0.08722368135650793
77,Ir,187,110,5.3812,0.1061,1089,0.0,0.0,1.0,0.0,32.70100281537152,0.7,3.809523628117922,5.718479064871316,0.17647058823529413,0.0,-0.031548211300679974
24,Cr,54,30,3.6885,0.0074,36,1.0,0.0,0.0,0.0,14.286609467713793,0.8,1.3333331111111482,3.7797631496846193,0.1111111111111111,1.0,0.0005055530063908797
36,Kr,94,58,4.3002,0.0129,484,1.0,0.0,0.0,0.0,20.673717099616514,0.6206896551724138,3.9999997500000153,4.546835943776344,0.23404255319148937,1.0,-0.01694802708275578
86,Rn,221,135,5.6834,0.0199,2401,0.0,1.0,0.0,0.0,36.553433966164725,0.6370370370370371,2.769230556213034,6.045943596012513,0.22171945701357465,0.0,0.027659249023216148
82,Pb,210,128,5.5208,0.0016,2116,1.0,0.0,0.0,0.0,35.33020818053945,0.640625,0.0,5.943921952763129,0.21904761904761905,1.0,0.01549891861289332
70,Yb,175,105,5.3135,0.0061,1225,0.0,1.0,0.0,0.0,31.286623728379862,0.6666666666666666,7.6363634049586855,5.593444710406984,0.2,0.0,-0.04587926427195477
36,Kr,93,57,4.2794,0.0107,441,0.0,1.0,0.0,0.0,20.526833787405323,0.631578947368421,3.733333084444461,4.530654896083492,0.22580645161290322,0.0,-0.023521977354624468
60,Nd,148,88,4.9999,0.0036,784,1.0,0.0,0.0,0.0,27.97957694388431,0.6818181818181818,3.7499997656250144,5.289572472694207,0.1891891891891892,1.0,-0.010108978021866832
70,Yb,157,87,5.1324,0.01,289,0.0,1.0,0.0,0.0,29.102687879321483,0.8045977011494253,3.5294115570934377,5.394690712109591,0.10828025477707007,0.0,-0.03299231053995477
80,Hg,197,117,5.4412,0.0031,1369,0.0,1.0,0.0,0.0,33.856663005926926,0.6837606837606838,1.6363634876033195,5.818647867496961,0.18781725888324874,0.0,-0.009806621510696445
78,Pt,198,120,5.4383,0.0032,1764,1.0,0.0,0.0,0.0,33.97114044720589,0.65,2.399999760000024,5.828476683251456,0.21212121212121213,1.0,-0.017525556700527467
52,Te,132,80,4.75,0.0031,784,1.0,0.0,0.0,0.0,25.92483220379743,0.65,0.9999997500000625,5.091643369659488,0.21212121212121213,1.0,-0.005524178862441609
40,Zr,102,62,4.5292,0.034,484,1.0,0.0,0.0,0.0,21.830655745813875,0.6451612903225806,5.454545206611582,4.672328728355259,0.21568627450980393,1.0,0.05751190113466009
94,Pu,242,148,5.8823,0.038,2916,1.0,0.0,0.0,0.0,38.833831688586685,0.6351351351351351,7.764705653979246,6.231679684369752,0.2231404958677686,1.0,-0.049934906136289925
49,In,117,68,4.6292,0.0032,361,0.0,0.0,1.0,0.0,23.92161929806432,0.7205882352941176,0.9333332711111153,4.890973246508748,0.1623931623931624,0.0,0.015303011186201587
66,Dy,157,91,5.1709,0.2936,625,0.0,1.0,0.0,0.0,29.102687879321483,0.7252747252747253,5.759999769600009,5.394690712109591,0.1592356687898089,0.0,0.0017258560058959205
11,Na,25,14,2.9769,0.0252,9,0.0,0.0,1.0,0.0,8.549879733383484,0.7857142857142857,1.9999997777778027,2.924017738212866,0.12,0.0,-0.038735389467678516
10,Ne,21,11,2.9695,0.0033,1,0.0,1.0,0.0,0.0,7.611662611020244,0.9090909090909091,1.199999760000048,2.7589241763811203,0.047619047619047616,0.0,0.04377852503475621
56,Ba,120,64,4.8092,0.0058,64,1.0,0.0,0.0,0.0,24.328807982293597,0.875,4.19999979000001,4.93242414866094,0.06666666666666667,1.0,0.018667326000000095
40,Zr,101,61,4.5119,0.0318,441,0.0,1.0,0.0,0.0,21.68773755577532,0.6557377049180327,5.2380949886621435,4.657009507803835,0.2079207920792079,0.0,0.05303073370256328
60,Nd,140,80,4.9101,0.0026,400,1.0,0.0,0.0,0.0,26.9619949977585,0.75,1.6666665277777895,5.1924941018511035,0.14285714285714285,1.0,-0.006828788111268302
71,Lu,170,99,5.3364,0.0302,784,0.0,0.0,0.0,1.0,30.687813601627905,0.7171717171717171,6.678571190051029,5.539658256754464,0.16470588235294117,-1.0,0.02048123780758271
63,Eu,146,83,4.9789,0.0092,400,0.0,0.0,0.0,1.0,27.7269375249599,0.7590361445783133,0.9285713622449028,5.265637428171437,0.136986301369863,-1.0,0.005044573583364631
54,Xe,127,73,4.7747,0.0038,361,0.0,1.0,0.0,0.0,25.26596056564665,0.7397260273972602,2.769230556213034,5.026525695313479,0.14960629921259844,0.0,-0.00818687686014119
38,Sr,95,57,4.3305,0.0102,361,0.0,1.0,0.0,0.0,20.820080460021323,0.6666666666666666,4.11764681660901,4.562902635386966,0.2,0.0,-0.027177446249416093
36,Kr,95,59,4.3067,0.0136,529,0.0,1.0,0.0,0.0,20.820080460021323,0.6101694915254238,4.235293868512125,4.562902635386966,0.24210526315789474,0.0,-0.024135414728045923
71,Lu,167,96,5.3108,0.0303,625,0.0,0.0,1.0,0.0,30.32571022328558,0.7395833333333334,6.15999975360001,5.506878446387352,0.1497005988023952,0.0,0.024088488173697797
56,Ba,129,73,4.8248,0.0049,289,0.0,1.0,0.0,0.0,25.530528603808893,0.7671232876712328,3.599999760000016,5.05277434720856,0.13178294573643412,0.0,-0.01216129731967186
49,In,106,57,4.5375,0.0095,64,0.0,0.0,0.0,1.0,22.397725109111345,0.8596491228070176,0.8749998906250137,4.732623491163368,0.07547169811320754,-1.0,-0.0048374384058202935
65,Tb,147,82,4.9201,0.1508,289,0.0,0.0,1.0,0.0,27.853400455274738,0.7926829268292683,0.0,5.277632087904077,0.11564625850340136,0.0,-0.06501020214275854
10,Ne,28,18,2.9642,0.0134,64,1.0,0.0,0.0,0.0,9.220872584116892,0.5555555555555556,0.9999997500000625,3.0365889718756622,0.2857142857142857,1.0,-0.027026259038792855
40,Zr,92,52,4.3057,0.0013,144,1.0,0.0,0.0,0.0,20.379423055219398,0.7692307692307693,1.6666665277777895,4.514357435474001,0.13043478260869565,1.0,-0.011941450758211403
12,Mg,21,9,3.0626,0.0067,9,0.0,1.0,0.0,0.0,7.611662611020244,1.3333333333333333,0.799999840000032,2.7589241763811203,-0.14285714285714285,0.0,0.017339990058373278
50,Sn,118,68,4.6393,0.0019,324,1.0,0.0,0.0,0.0,24.057731387639894,0.7352941176470589,0.0,4.904868131524016,0.15254237288135594,1.0,0.023372949905500207
38,Sr,94,56,4.3191,0.0091,324,1.0,0.0,0.0,0.0,20.673717099616514,0.6785714285714286,3.7499997656250144,4.546835943776344,0.19148936170212766,1.0,-0.022851465074316124
69,Tm,170,101,5.2303,0.0036,1024,0.0,0.0,0.0,1.0,30.687813601627905,0.6831683168316832,7.7187497587890705,5.539658256754464,0.18823529411764706,-1.0,-0.0898818121447702
82,Pb,192,110,5.43,0.0025,784,1.0,0.0,0.0,0.0,33.28134116883046,0.7454545454545455,0.0,5.768998281229633,0.14583333333333334,1.0,0.0214537608873675
92,U,234,142,5.8291,0.0052,2500,1.0,0.0,0.0,0.0,37.97320363853009,0.647887323943662,6.153845917159773,6.162240147749038,0.21367521367521367,1.0,-0.011808707237013216
64,Gd,158,94,5.1569,0.0043,900,1.0,0.0,0.0,0.0,29.226135354653636,0.6808510638297872,6.461538213017761,5.406120175750225,0.189873417721519,1.0,-0.014432200512449533
49,In,122,73,4.6534,0.0051,576,0.0,0.0,0.0,1.0,24.598382690509563,0.6712328767123288,0.8999999100000091,4.9596756638423,0.19672131147540983,-1.0,0.006318272405482439
55,Cs,138,83,4.8255,0.005,784,0.0,0.0,0.0,1.0,26.70459879545431,0.6626506024096386,0.8333331944444675,5.167649252363622,0.2028985507246377,-1.0,-0.0026601546523927766
81,Tl,192,111,5.4191,0.0051,900,0.0,0.0,0.0,1.0,33.28134116883046,0.7297297297297297,0.9374999414062536,5.768998281229633,0.15625,-1.0,0.001041448544865986
63,Eu,159,96,5.1498,0.0084,1089,0.0,0.0,1.0,0.0,29.34932266478004,0.65625,6.7407404910836854,5.41750151497718,0.20754716981132076,0.0,-0.025079735589451424
37,Rb,98,61,4.4336,0.0414,576,0.0,0.0,0.0,1.0,21.256122803129635,0.6065573770491803,4.949999752500013,4.610436292058446,0.24489795918367346,-1.0,0.04723753778263973
67,Ho,159,92,5.1675,0.0314,625,0.0,0.0,1.0,0.0,29.34932266478004,0.7282608695652174,5.9999997600000095,5.41750151497718,0.15723270440251572,0.0,-0.028765743619097783
56,Ba,125,69,4.8177,0.0052,169,0.0,1.0,0.0,0.0,24.999999999999996,0.8115942028985508,4.105262941828266,4.999999999999999,0.104,0.0,-0.0029262367383635635
39,Y,96,57,4.3402,0.0099,324,0.0,0.0,0.0,1.0,20.965931153671168,0.6842105263157895,4.27777754012347,4.5788569702133275,0.1875,-1.0,-0.04381311858445969
22,Ti,48,26,3.5921,0.0017,16,1.0,0.0,0.0,0.0,13.207708995578505,0.8461538461538461,0.9999997500000625,3.634241185664279,0.08333333333333333,1.0,0.01218781848734185
67,Ho,158,91,5.1571,0.0316,576,0.0,0.0,0.0,1.0,29.226135354653636,0.7362637362637363,5.6249997656250095,5.406120175750225,0.1518987341772152,-1.0,-0.02531747412655072
87,Fr,228,141,5.7614,0.0172,2916,0.0,0.0,0.0,1.0,37.32128295889665,0.6170212765957447,3.7499998125000094,6.109114744289606,0.23684210526315788,-1.0,0.038570660220754505
67,Ho,151,84,5.0398,0.0354,289,0.0,0.0,1.0,0.0,28.356413335678806,0.7976190476190477,1.7647057785467188,5.325074021614986,0.11258278145695365,0.0,-0.0248908877975067
81,Tl,196,115,5.4327,0.0042,1156,0.0,0.0,0.0,1.0,33.74199169845321,0.7043478260869566,0.9166665902777842,5.808785733563703,0.17346938775510204,-1.0,-0.006719418985785985
44,Ru,101,57,4.4606,0.002,169,0.0,1.0,0.0,0.0,21.68773755577532,0.7719298245614035,3.23076898224854,4.657009507803835,0.12871287128712872,0.0,-0.0156831847195118
37,Rb,79,42,4.2284,0.0065,25,0.0,0.0,1.0,0.0,18.41131157020244,0.8809523809523809,4.235293868512125,4.290840427026207,0.06329113924050633,0.0,0.008573382115116601
80,Hg,201,121,5.4581,0.0032,1681,0.0,1.0,0.0,0.0,34.3134225418098,0.6611570247933884,1.428571224489825,5.857766002650652,0.20398009950248755,0.0,-0.010970797188321946
55,Cs,141,86,4.8689,0.0108,961,0.0,0.0,1.0,0.0,27.09023308756464,0.6395348837209303,2.2222219753086696,5.2048278633942004,0.2198581560283688,0.0,-0.008508813439768836
76,Os,187,111,5.3933,0.0018,1225,0.0,1.0,0.0,0.0,32.70100281537152,0.6846846846846847,4.285714081632663,5.718479064871316,0.18716577540106952,0.0,-0.020761456547650603
34,Se,80,46,4.14,0.0018,144,1.0,0.0,0.0,0.0,18.566355334451114,0.7391304347826086,2.399999760000024,4.308869380063767,0.15,1.0,0.004222781773107975
20,Ca,41,21,3.478,0.0019,1,0.0,1.0,0.0,0.0,11.890202136872691,0.9523809523809523,0.0,3.4482172403827303,0.024390243902439025,0.0,0.026263362321778505
56,Ba,130,74,4.8283,0.0047,324,1.0,0.0,0.0,0.0,25.66229943873142,0.7567567567567568,3.428571183673487,5.065797019100886,0.13846153846153847,1.0,-0.011863827984026187
78,Pt,188,110,5.4053,0.0034,1024,1.0,0.0,0.0,0.0,32.817480272024206,0.7090909090909091,3.199999840000008,5.728654315982437,0.1702127659574468,1.0,-0.009447057167344397
66,Dy,156,90,5.1622,0.2869,576,1.0,0.0,0.0,0.0,28.978978026935593,0.7333333333333333,5.33333311111112,5.383212612087283,0.15384615384615385,1.0,0.007939809829212052
42,Mo,105,63,4.5389,0.0057,441,0.0,1.0,0.0,0.0,22.25663649191485,0.6666666666666666,4.952380716553299,4.7176939803165325,0.2,0.0,0.02655019012939608
19,K,47,28,3.4419,0.0,81,0.0,0.0,1.0,0.0,13.023625676689214,0.6785714285714286,0.0,3.6088260801386944,0.19148936170212766,0.0,-0.019997147503517443
56,Ba,126,70,4.8221,0.005,196,1.0,0.0,0.0,0.0,25.133156184720164,0.8,3.99999977777779,5.0132979349645845,0.1111111111111111,1.0,-0.003007702484357111
67,Ho,156,89,5.1156,0.0326,484,0.0,0.0,0.0,1.0,28.978978026935593,0.7528089887640449,4.772727055785134,5.383212612087283,0.14102564102564102,-1.0,-0.03740262192566224
37,Rb,83,46,4.2058,0.0028,81,0.0,0.0,1.0,0.0,19.027660542766455,0.8043478260869565,2.769230556213034,4.362070671454838,0.10843373493975904,0.0,-0.01539899550298962
42,Mo,97,55,4.388,0.0015,169,0.0,1.0,0.0,0.0,21.111276288848163,0.7636363636363637,3.076922840236705,4.594700892207039,0.13402061855670103,0.0,-0.02567520835665782
78,Pt,193,115,5.4191,0.0027,1369,0.0,1.0,0.0,0.0,33.39680130004011,0.6782608695652174,2.933333137777791,5.778996565152129,0.19170984455958548,0.0,-0.019012850306262763
66,Dy,161,95,5.1962,0.0459,841,0.0,1.0,0.0,0.0,29.59492547535442,0.6947368421052632,7.172413545778843,5.4401218254147965,0.18012422360248448,0.0,-0.02767553401544376
39,Y,95,56,4.3284,0.0087,289,0.0,0.0,1.0,0.0,20.820080460021323,0.6964285714285714,3.8823527128027813,4.562902635386966,0.17894736842105263,0.0,-0.039557936890238565
21,Sc,46,25,3.5243,0.0089,16,0.0,0.0,0.0,1.0,12.838232045991905,0.84,0.7499998125000469,3.583047871015946,0.08695652173913043,-1.0,-0.005663960474799001
81,Tl,208,127,5.4946,0.0028,2116,0.0,0.0,0.0,1.0,35.105531821316504,0.6377952755905512,0.499999750000125,5.9249921368147405,0.22115384615384615,-1.0,-0.0021038602978569187
28,Ni,63,35,3.8572,0.0023,49,0.0,1.0,0.0,0.0,15.832896263712227,0.8,0.0,3.9790572078963917,0.1111111111111111,0.0,0.024620531539904622
