Z,A,M
113,281, 156.324
114,281, 161.359
115,281, 167.722
116,281, 174.692
117,281, 182.960
118,281, 191.861
119,281, 202.028
120,281, 212.851
121,281, 224.905
122,281, 237.635
 85,282, 393.545
 86,282, 370.804
 87,282, 351.751
 88,282, 331.306
 89,282, 314.567
 90,282, 296.366
 91,282, 281.886
 92,282, 265.870
 93,282, 253.591
 94,282, 239.701
 95,282, 229.136
 96,282, 215.798
 97,282, 206.030
 98,282, 194.310
 99,282, 187.035
100,282, 177.784
101,282, 172.213
102,282, 164.648
103,282, 160.832
104,282, 155.000
105,282, 152.983
106,282, 148.923
107,282, 148.742
108,282, 146.488
109,282, 148.171
110,282, 147.748
111,282, 151.318
112,282, 152.745
113,282, 156.780
114,282, 161.556
115,282, 168.938
116,282, 174.111
117,282, 183.446
118,282, 190.522
119,282, 201.805
120,282, 210.778
121,282, 223.999
122,282, 234.855
 86,283, 380.713
 87,283, 360.442
 88,283, 340.529
 89,283, 322.530
 90,283, 304.897
 91,283, 289.118
 92,283, 273.708
 93,283, 260.092
 94,283, 246.847
 95,283, 235.332
 96,283, 223.464
 97,283, 212.424
 98,283, 201.569
 99,283, 192.135
100,283, 183.708
101,283, 176.712
102,283, 170.003
103,283, 164.719
104,283, 159.777
105,283, 156.251
106,283, 153.117
107,283, 151.389
108,283, 150.098
109,283, 150.198
110,283, 150.778
111,283, 152.730
112,283, 155.202
113,283, 157.659
114,283, 162.078
115,283, 169.108
116,283, 175.306
117,283, 182.824
118,283, 190.974
119,283, 200.414
120,283, 210.510
121,283, 221.863
122,283, 233.893
 86,284, 389.445
 87,284, 369.691
 88,284, 348.560
 89,284, 331.113
 90,284, 312.222
 91,284, 297.031
 92,284, 280.325
 93,284, 267.335
 94,284, 252.756
 95,284, 241.906
 96,284, 229.392
 97,284, 219.565
 98,284, 207.441
 99,284, 198.893
100,284, 188.352
101,284, 182.190
102,284, 174.050
103,284, 169.632
104,284, 163.218
105,284, 160.593
106,284, 155.947
107,284, 155.154
108,284, 152.315
109,284, 153.389
110,284, 152.384
111,284, 155.351
112,284, 156.205
113,284, 159.794
114,284, 162.556
115,284, 169.323
116,284, 175.091
117,284, 183.647
118,284, 189.983
119,284, 200.509
120,284, 208.764
121,284, 221.253
122,284, 231.419
 86,285, 399.508
 87,285, 378.558
 88,285, 357.952
 89,285, 339.268
 90,285, 320.937
 91,285, 304.468
 92,285, 288.360
 93,285, 274.053
 94,285, 260.110
 95,285, 247.908
 96,285, 236.069
 97,285, 225.908
 98,285, 214.700
 99,285, 204.865
100,285, 195.221
101,285, 186.957
102,285, 179.653
103,285, 173.778
104,285, 168.232
105,285, 164.108
106,285, 160.365
107,285, 158.037
108,285, 156.136
109,285, 155.637
110,285, 155.611
111,285, 156.970
112,285, 158.843
113,285, 160.872
114,285, 164.688
115,285, 169.776
116,285, 175.375
117,285, 183.395
118,285, 190.775
119,285, 199.466
120,285, 208.816
121,285, 219.445
122,285, 230.755
 86,286, 408.404
 87,286, 387.963
 88,286, 366.162
 89,286, 348.022
 90,286, 328.455
 91,286, 312.566
 92,286, 295.182
 93,286, 281.493
 94,286, 266.237
 95,286, 254.690
 96,286, 241.502
 97,286, 232.037
 98,286, 220.586
 99,286, 211.619
100,286, 200.693
101,286, 193.346
102,286, 183.966
103,286, 178.937
104,286, 171.929
105,286, 168.684
106,286, 163.439
107,286, 162.023
108,286, 158.584
109,286, 159.035
110,286, 157.434
111,286, 159.782
112,286, 160.046
113,286, 163.192
114,286, 165.358
115,286, 171.511
116,286, 175.432
117,286, 183.391
118,286, 190.144
119,286, 199.893
120,286, 207.410
121,286, 219.146
122,286, 228.600
 87,287, 397.004
 88,287, 375.721
 89,287, 356.364
 90,287, 337.350
 91,287, 320.205
 92,287, 303.410
 93,287, 288.426
 94,287, 273.796
 95,287, 260.917
 96,287, 248.396
 97,287, 237.562
 98,287, 227.086
 99,287, 217.611
100,287, 207.562
101,287, 198.917
102,287, 190.465
103,287, 183.356
104,287, 177.194
105,287, 172.462
106,287, 168.098
107,287, 165.156
108,287, 162.632
109,287, 161.520
110,287, 160.872
111,287, 161.623
112,287, 162.880
113,287, 164.485
114,287, 167.678
115,287, 172.160
116,287, 177.151
117,287, 183.410
118,287, 190.211
119,287, 199.214
120,287, 207.795
121,287, 217.680
122,287, 228.248
 87,288, 406.563
 88,288, 384.106
 89,288, 365.287
 90,288, 345.057
 91,288, 328.485
 92,288, 310.435
 93,288, 296.059
 94,288, 280.137
 95,288, 267.905
 96,288, 254.054
 97,288, 243.906
 98,288, 232.066
 99,288, 223.941
100,288, 213.050
101,288, 205.302
102,288, 195.557
103,288, 189.396
104,288, 181.163
105,288, 177.287
106,288, 171.431
107,288, 169.379
108,288, 165.326
109,288, 165.141
110,288, 162.927
111,288, 164.642
112,288, 164.300
113,288, 167.005
114,288, 168.557
115,288, 174.076
116,288, 177.397
117,288, 184.738
118,288, 189.840
119,288, 199.012
120,288, 206.744
121,288, 217.705
122,288, 226.425
 87,289, 415.774
 88,289, 393.830
 89,289, 373.815
 90,289, 354.131
 91,289, 336.322
 92,289, 318.854
 93,289, 303.203
 94,289, 287.899
 95,289, 274.355
 96,289, 261.160
 97,289, 249.665
 98,289, 238.521
 99,289, 229.014
100,289, 219.857
101,289, 210.895
102,289, 202.057
103,289, 194.585
104,289, 187.312
105,289, 181.344
106,289, 176.346
107,289, 172.778
108,289, 169.617
109,289, 167.878
110,289, 166.594
111,289, 166.720
112,289, 167.345
113,289, 168.528
114,289, 171.079
115,289, 174.937
116,289, 179.299
117,289, 184.949
118,289, 191.138
119,289, 198.592
120,289, 206.615
121,289, 216.595
122,289, 226.399
 88,290, 402.387
 89,290, 382.904
 90,290, 362.025
 91,290, 344.782
 92,290, 326.078
 93,290, 311.028
 94,290, 294.451
 95,290, 281.544
 96,290, 267.040
 97,290, 256.221
 98,290, 243.732
 99,290, 234.941
100,290, 224.407
101,290, 217.287
102,290, 207.166
103,290, 200.622
104,290, 192.043
105,290, 187.053
106,290, 179.954
107,290, 177.253
108,290, 172.573
109,290, 171.736
110,290, 168.896
111,290, 169.962
112,290, 168.997
113,290, 171.263
114,290, 172.182
115,290, 177.049
116,290, 179.749
117,290, 186.453
118,290, 190.951
119,290, 199.503
120,290, 205.810
121,290, 216.217
122,290, 224.923
 88,291, 412.273
 89,291, 391.614
 90,291, 371.275
 91,291, 352.815
 92,291, 334.685
 93,291, 318.380
 94,291, 302.413
 95,291, 288.214
 96,291, 274.357
 97,291, 262.210
 98,291, 250.407
 99,291, 240.254
100,291, 230.445
101,291, 222.223
102,291, 213.679
103,291, 205.834
104,291, 198.193
105,291, 191.882
106,291, 185.773
107,291, 180.933
108,291, 177.122
109,291, 174.741
110,291, 172.806
111,291, 172.292
112,291, 172.270
113,291, 173.032
114,291, 174.923
115,291, 178.137
116,291, 181.851
117,291, 186.870
118,291, 192.428
119,291, 199.269
120,291, 206.680
121,291, 215.350
122,291, 224.620
 88,292, 421.001
 89,292, 400.867
 90,292, 379.352
 91,292, 361.451
 92,292, 342.106
 93,292, 326.394
 94,292, 309.173
 95,292, 295.603
 96,292, 280.455
 97,292, 268.975
 98,292, 255.847
 99,292, 246.399
100,292, 235.231
101,292, 227.755
102,292, 218.485
103,292, 211.878
104,292, 202.942
105,292, 197.588
106,292, 190.162
107,292, 186.331
108,292, 180.355
109,292, 178.853
110,292, 175.371
111,292, 175.772
112,292, 174.168
113,292, 175.998
114,292, 176.265
115,292, 180.461
116,292, 182.521
117,292, 188.566
118,292, 192.439
119,292, 200.351
120,292, 206.052
121,292, 215.839
122,292, 223.373
 89,293, 409.757
 90,293, 388.775
 91,293, 369.677
 92,293, 350.899
 93,293, 333.952
 94,293, 317.332
 95,293, 302.489
 96,293, 287.980
 97,293, 275.190
 98,293, 262.738
 99,293, 251.947
100,293, 241.494
101,293, 232.643
102,293, 224.128
103,293, 217.122
104,293, 209.104
105,293, 202.439
106,293, 195.982
107,293, 190.819
108,293, 185.863
109,293, 182.141
110,293, 179.540
111,293, 178.370
112,293, 177.684
113,293, 178.027
114,293, 179.241
115,293, 181.791
116,293, 184.838
117,293, 189.206
118,293, 194.110
119,293, 200.317
120,293, 207.093
121,293, 215.150
122,293, 223.808
 89,294, 419.171
 90,294, 397.034
 91,294, 378.488
 92,294, 358.513
 93,294, 342.151
 94,294, 324.297
 95,294, 310.074
 96,294, 294.294
 97,294, 282.162
 98,294, 268.403
 99,294, 258.307
100,294, 246.514
101,294, 238.397
102,294, 228.511
103,294, 222.309
104,294, 213.879
105,294, 208.152
106,294, 200.388
107,294, 196.213
108,294, 189.930
109,294, 187.248
110,294, 182.384
111,294, 182.105
112,294, 179.845
113,294, 181.240
114,294, 180.837
115,294, 184.344
116,294, 185.743
117,294, 191.109
118,294, 194.336
119,294, 201.584
120,294, 206.657
121,294, 215.801
122,294, 222.730
 89,295, 428.238
 90,295, 406.627
 91,295, 386.905
 92,295, 367.489
 93,295, 349.911
 94,295, 332.651
 95,295, 317.174
 96,295, 302.023
 97,295, 288.600
 98,295, 275.508
 99,295, 264.087
100,295, 252.999
101,295, 243.524
102,295, 234.382
103,295, 226.792
104,295, 219.532
105,295, 213.034
106,295, 206.218
107,295, 200.721
108,295, 195.437
109,295, 191.413
110,295, 187.600
111,295, 184.987
112,295, 183.620
113,295, 183.547
114,295, 184.064
115,295, 185.931
116,295, 188.291
117,295, 191.987
118,295, 196.217
119,295, 201.767
120,295, 207.886
121,295, 215.306
122,295, 223.328
 90,296, 415.065
 91,296, 395.887
 92,296, 375.295
 93,296, 358.294
 94,296, 339.818
 95,296, 324.954
 96,296, 308.550
 97,296, 295.775
 98,296, 281.395
 99,296, 270.659
100,296, 258.250
101,296, 249.498
102,296, 239.002
103,296, 232.176
104,296, 223.532
105,296, 218.565
106,296, 210.651
107,296, 206.120
108,296, 199.519
109,296, 196.513
110,296, 191.364
111,296, 189.820
112,296, 186.061
113,296, 187.023
114,296, 185.931
115,296, 188.728
116,296, 189.446
117,296, 194.114
118,296, 196.673
119,296, 203.236
120,296, 207.658
121,296, 216.135
122,296, 222.434
 90,297, 424.826
 91,297, 404.491
 92,297, 384.452
 93,297, 366.254
 94,297, 348.364
 95,297, 332.264
 96,297, 316.481
 97,297, 302.434
 98,297, 288.710
 99,297, 276.669
100,297, 264.954
101,297, 254.863
102,297, 245.100
103,297, 236.903
104,297, 229.032
105,297, 222.666
106,297, 216.502
107,297, 210.659
108,297, 205.035
109,297, 200.696
110,297, 196.576
111,297, 193.682
112,297, 191.003
113,297, 189.622
114,297, 189.424
115,297, 190.589
116,297, 192.241
117,297, 195.245
118,297, 198.779
119,297, 203.651
120,297, 209.090
121,297, 215.850
122,297, 223.211
