Z,N,BE
38,93,884.36
39,31,520.89
39,32,540.02
39,33,556.15
39,34,574.51
39,35,589.83
39,36,607.29
39,37,621.78
39,38,638.12
39,39,650.99
39,40,665.33
39,41,676.38
39,42,689.23
39,43,699.48
39,44,712.08
39,45,722.23
39,46,734.51
39,47,744.08
39,48,755.76
39,49,764.56
39,50,775.24
39,51,781.93
39,52,789.93
39,53,795.68
39,54,802.72
39,55,808.24
39,56,815.66
39,57,820.99
39,58,828.08
39,59,833.24
39,60,839.96
39,61,844.51
39,62,850.51
39,63,854.5
39,64,859.92
39,65,863.51
39,66,868.54
39,67,871.77
39,68,876.48
39,69,879.41
39,70,883.44
39,71,885.39
39,72,888.83
39,73,890.41
39,74,893.66
39,75,895.62
39,76,899.14
39,77,901.17
39,78,904.28
39,79,905.98
39,80,908.92
39,81,910.92
39,82,913.98
39,83,913.23
39,84,913.85
39,85,912.75
39,86,912.94
39,87,911.75
39,88,911.87
39,89,910.6
39,90,910.5
39,91,909.01
39,92,908.69
39,93,907.61
39,94,907.52
39,95,906.09
40,32,538.66
40,33,555.07
40,34,574.01
40,35,589.49
40,36,607.88
40,37,622.53
40,38,639.75
40,39,653.22
40,40,668.85
40,41,680.11
40,42,693.79
40,43,704.55
40,44,718.07
40,45,728.34
40,46,741.48
40,47,751.25
40,48,763.75
40,49,772.83
40,50,784.28
40,51,791.11
40,52,799.96
40,53,805.79
40,54,813.49
40,55,819.35
40,56,827.47
40,57,832.71
40,58,840.41
40,59,845.62
40,60,853.08
40,61,857.79
40,62,864.51
40,63,868.63
40,64,874.78
40,65,878.47
40,66,884.16
40,67,887.54
40,68,892.86
40,69,895.9
40,70,900.59
40,71,902.73
40,72,906.78
40,73,908.52
40,74,912.78
40,75,915.2
40,76,919.01
40,77,921.07
40,78,924.68
40,79,926.56
40,80,930.08
40,81,932.16
40,82,935.85
40,83,935.14
40,84,936.34
40,85,935.25
40,86,936.01
40,87,934.76
40,88,935.46
40,89,934.22
40,90,934.69
40,91,933.05
40,92,933.39
40,93,932.23
40,94,932.66
40,95,931.2
40,96,931.44
40,97,929.88
41,33,550.96
41,34,570.05
41,35,586.27
41,36,604.75
41,37,620.28
41,38,637.73
41,39,652.11
41,40,667.97
41,41,680.6
41,42,695.06
41,43,706.87
41,44,720.54
41,45,731.57
41,46,744.73
41,47,755.31
41,48,767.97
41,49,777.82
41,50,789.5
41,51,797.07
41,52,806.13
41,53,812.74
41,54,820.86
41,55,827.26
41,56,835.41
41,57,841.51
41,58,849.39
41,59,854.87
41,60,862.53
41,61,868.02
41,62,874.86
41,63,879.7
41,64,885.89
41,65,890.12
41,66,895.92
41,67,900.01
41,68,905.49
41,69,909.17
41,70,914.04
41,71,916.92
41,72,921.16
41,73,923.73
41,74,928.22
41,75,931.11
41,76,935.32
41,77,937.61
41,78,941.37
41,79,943.73
41,80,947.33
41,81,950.08
41,82,953.82
41,83,953.64
41,84,954.94
41,85,954.45
41,86,955.23
41,87,954.55
41,88,955.22
41,89,954.51
41,90,955.06
41,91,953.9
41,92,954.62
41,93,953.96
41,94,954.51
41,95,953.63
41,96,953.74
41,97,952.74
41,98,952.81
41,99,951.63
42,35,584.96
42,36,603.84
42,37,619.66
42,38,637.84
42,39,652.34
42,40,669.06
42,41,682.34
42,42,698.6
42,43,710.64
42,44,725.19
42,45,736.39
42,46,750.36
42,47,761.12
42,48,774.61
42,49,784.63
42,50,797.16
42,51,804.99
42,52,814.78
42,53,821.59
42,54,830.34
42,55,836.98
42,56,845.77
42,57,851.81
42,58,860.21
42,59,866.05
42,60,874.2
42,61,879.72
42,62,887.25
42,63,891.97
42,64,898.93
42,65,903.43
42,66,909.96
42,67,914.03
42,68,920.33
42,69,924.0
42,70,929.54
42,71,932.62
42,72,937.72
42,73,940.85
42,74,945.8
42,75,948.83
42,76,953.61
42,77,956.02
42,78,960.38
42,79,962.91
42,80,967.22
42,81,970.0
42,82,974.41
42,83,974.28
42,84,976.11
42,85,975.66
42,86,977.01
42,87,976.3
42,88,977.47
42,89,976.77
42,90,977.76
42,91,976.7
42,92,977.84
42,93,977.16
42,94,978.17
42,95,977.19
42,96,977.87
42,97,976.89
42,98,977.55
42,99,976.45
42,100,976.86
42,101,975.48
42,102,975.7
43,36,600.13
43,37,616.3
43,38,634.61
43,39,649.96
43,40,667.23
43,41,681.62
43,42,698.02
43,43,711.27
43,44,726.35
43,45,738.17
43,46,752.42
43,47,763.95
43,48,777.62
43,49,788.45
43,50,801.15
43,51,809.64
43,52,819.6
43,53,826.66
43,54,836.24
43,55,843.65
43,56,852.58
43,57,859.29
43,58,867.84
43,59,874.24
43,60,882.34
43,61,888.4
43,62,896.05
43,63,901.71
43,64,908.85
43,65,914.09
43,66,920.73
43,67,925.38
43,68,931.47
43,69,935.93
43,70,941.66
43,71,945.63
43,72,951.01
43,73,954.69
43,74,959.76
43,75,963.15
43,76,968.13
43,77,971.54
43,78,975.68
43,79,978.7
43,80,983.15
43,81,986.55
43,82,991.02
43,83,991.49
43,84,993.36
43,85,993.47
43,86,994.88
43,87,994.71
43,88,995.92
43,89,995.63
43,90,996.57
43,91,996.45
43,92,997.75
43,93,997.55
43,94,998.57
43,95,998.05
43,96,998.86
43,97,998.33
43,98,999.0
43,99,998.4
43,100,998.87
43,101,997.97
43,102,998.15
43,103,997.01
43,104,996.98
44,37,614.91
44,38,633.97
44,39,649.51
44,40,667.67
44,41,682.32
44,42,699.47
44,43,713.16
44,44,729.21
44,45,741.35
44,46,756.85
44,47,768.6
44,48,783.1
44,49,794.09
44,50,807.56
44,51,816.27
44,52,827.01
44,53,834.2
44,54,844.23
44,55,851.64
44,56,861.71
44,57,868.43
44,58,877.54
44,59,884.04
44,60,892.82
44,61,899.0
44,62,907.27
44,63,913.02
44,64,920.87
44,65,926.13
44,66,933.52
44,67,938.37
44,68,945.19
44,69,949.73
44,70,956.22
44,71,960.3
44,72,966.32
44,73,970.08
44,74,975.77
44,75,979.37
44,76,984.83
44,77,988.08
44,78,993.28
44,79,996.5
44,80,1001.68
44,81,1005.16
44,82,1010.28
44,83,1010.75
44,84,1013.22
44,85,1013.29
44,86,1015.28
44,87,1015.15
44,88,1016.87
44,89,1016.37
44,90,1018.0
44,91,1017.66
44,92,1019.45
44,93,1019.28
44,94,1020.84
44,95,1020.26
44,96,1021.76
44,97,1021.21
44,98,1022.29
44,99,1021.68
44,100,1022.63
44,101,1021.92
44,102,1022.48
44,103,1021.34
44,104,1021.73
44,105,1020.22
44,106,1020.38
45,38,630.02
45,39,646.31
45,40,664.83
45,41,680.33
45,42,697.61
45,43,712.05
45,44,728.35
45,45,741.86
45,46,757.71
45,47,770.22
45,48,785.04
45,49,796.81
45,50,810.44
45,51,819.74
45,52,830.67
45,53,838.84
45,54,848.97
45,55,857.13
45,56,867.38
45,57,874.98
45,58,884.21
45,59,891.03
45,60,899.92
45,61,906.68
45,62,915.17
45,63,921.5
45,64,929.53
45,65,935.52
45,66,942.94
45,67,948.53
45,68,955.53
45,69,960.67
45,70,967.3
45,71,972.02
45,72,978.16
45,73,982.52
45,74,988.32
45,75,992.43
45,76,998.01
45,77,1001.91
45,78,1007.28
45,79,1011.08
45,80,1016.54
45,81,1020.45
45,82,1025.69
45,83,1026.7
45,84,1029.24
45,85,1029.86
45,86,1031.9
45,87,1032.32
45,88,1034.11
45,89,1034.17
45,90,1036.04
45,91,1036.01
45,92,1037.71
45,93,1038.16
45,94,1039.83
45,95,1039.88
45,96,1041.22
45,97,1041.18
45,98,1042.34
45,99,1042.24
45,100,1043.21
45,101,1042.85
45,102,1043.59
45,103,1042.93
45,104,1043.4
45,105,1042.4
45,106,1042.67
45,107,1041.65
45,108,1041.82
46,40,663.95
46,41,679.59
46,42,697.69
46,43,712.29
46,44,730.18
46,45,744.17
46,46,761.03
46,47,773.71
46,48,789.2
46,49,801.13
46,50,815.59
46,51,825.16
46,52,836.8
46,53,844.96
46,54,855.85
46,55,864.12
46,56,874.63
46,57,882.32
46,58,892.61
46,59,899.73
46,60,909.22
46,61,915.74
46,62,924.88
46,63,931.33
46,64,940.03
46,65,945.99
46,66,954.18
46,67,959.85
46,68,967.75
46,69,972.95
46,70,980.21
46,71,985.01
46,72,991.85
46,73,996.23
46,74,1002.75
46,75,1007.03
46,76,1013.46
46,77,1017.54
46,78,1023.51
46,79,1027.58
46,80,1033.86
46,81,1037.67
46,82,1043.35
46,83,1044.63
46,84,1047.73
46,85,1048.4
46,86,1050.97
46,87,1051.43
46,88,1053.73
46,89,1053.75
46,90,1056.12
46,91,1056.12
46,92,1058.32
46,93,1058.36
46,94,1060.69
46,95,1060.85
46,96,1062.63
46,97,1062.6
46,98,1064.29
46,99,1064.33
46,100,1065.78
46,101,1065.25
46,102,1066.49
46,103,1065.88
46,104,1066.76
46,105,1065.87
46,106,1066.6
46,107,1065.56
46,108,1066.21
46,109,1065.07
46,110,1065.54
47,41,676.65
47,42,695.29
47,43,710.7
47,44,728.61
47,45,743.27
47,46,760.33
47,47,774.16
47,48,790.07
47,49,802.87
47,50,817.5
47,51,827.77
47,52,839.43
47,53,848.62
47,54,859.66
47,55,868.63
47,56,879.16
47,57,887.55
47,58,897.58
47,59,905.43
47,60,914.93
47,61,922.52
47,62,931.6
47,63,938.54
47,64,947.31
47,65,953.87
47,66,962.24
47,67,968.55
47,68,976.53
47,69,982.44
47,70,989.83
47,71,995.17
47,72,1002.13
47,73,1007.21
47,74,1014.14
47,75,1019.01
47,76,1025.57
47,77,1030.3
47,78,1036.6
47,79,1041.24
47,80,1047.42
47,81,1051.76
47,82,1057.58
47,83,1059.45
47,84,1062.58
47,85,1063.82
47,86,1066.45
47,87,1067.42
47,88,1069.79
47,89,1070.41
47,90,1072.79
47,91,1073.45
47,92,1075.45
47,93,1076.07
47,94,1077.98
47,95,1078.87
47,96,1080.79
47,97,1081.3
47,98,1083.01
47,99,1083.52
47,100,1084.89
47,101,1084.98
47,102,1086.25
47,103,1086.04
47,104,1087.09
47,105,1086.63
47,106,1087.47
47,107,1086.82
47,108,1087.57
47,109,1086.99
47,110,1087.42
47,111,1086.82
47,112,1087.12
47,113,1086.51
48,42,694.69
48,43,710.3
48,44,728.95
48,45,743.9
48,46,761.76
48,47,776.02
48,48,793.21
48,49,806.06
48,50,821.48
48,51,831.97
48,52,844.48
48,53,853.6
48,54,865.2
48,55,874.23
48,56,885.46
48,57,894.01
48,58,904.74
48,59,912.79
48,60,922.99
48,61,930.5
48,62,940.26
48,63,947.26
48,64,956.64
48,65,963.25
48,66,972.24
48,67,978.53
48,68,987.12
48,69,993.09
48,70,1001.11
48,71,1006.63
48,72,1014.47
48,73,1019.69
48,74,1027.69
48,75,1032.7
48,76,1039.95
48,77,1044.77
48,78,1051.89
48,79,1056.52
48,80,1063.42
48,81,1067.87
48,82,1074.28
48,83,1076.15
48,84,1079.88
48,85,1081.1
48,86,1084.31
48,87,1085.32
48,88,1088.26
48,89,1088.96
48,90,1091.59
48,91,1092.22
48,92,1094.96
48,93,1095.22
48,94,1097.76
48,95,1098.47
48,96,1100.86
48,97,1101.41
48,98,1103.61
48,99,1104.1
48,100,1105.97
48,101,1106.1
48,102,1107.85
48,103,1107.74
48,104,1109.15
48,105,1108.79
48,106,1109.99
48,107,1109.54
48,108,1110.59
48,109,1109.99
48,110,1111.09
48,111,1110.25
48,112,1111.22
48,113,1110.19
48,114,1110.72
48,115,1109.8
49,43,707.92
49,44,726.78
49,45,742.51
49,46,760.57
49,47,775.62
49,48,792.91
49,49,806.92
49,50,822.73
49,51,833.94
49,52,846.59
49,53,856.65
49,54,868.38
49,55,877.91
49,56,889.2
49,57,898.34
49,58,909.09
49,59,917.83
49,60,928.03
49,61,936.15
49,62,945.96
49,63,953.61
49,64,963.16
49,65,970.45
49,66,979.4
49,67,986.25
49,68,995.05
49,69,1001.61
49,70,1009.97
49,71,1016.24
49,72,1024.28
49,73,1030.18
49,74,1037.9
49,75,1043.54
49,76,1050.93
49,77,1056.27
49,78,1063.62
49,79,1068.68
49,80,1075.84
49,81,1080.74
49,82,1087.07
49,83,1089.58
49,84,1093.37
49,85,1095.17
49,86,1098.41
49,87,1100.01
49,88,1102.97
49,89,1104.22
49,90,1107.03
49,91,1108.12
49,92,1110.83
49,93,1111.81
49,94,1114.43
49,95,1114.99
49,96,1117.46
49,97,1118.63
49,98,1120.87
49,99,1121.75
49,100,1123.72
49,101,1124.41
49,102,1126.21
49,103,1126.55
49,104,1128.08
49,105,1128.25
49,106,1129.49
49,107,1129.43
49,108,1130.61
49,109,1130.46
49,110,1131.4
49,111,1131.1
49,112,1131.8
49,113,1131.47
49,114,1132.25
49,115,1131.88
49,116,1132.54
49,117,1131.95
50,44,726.09
50,45,741.96
50,46,760.81
50,47,776.03
50,48,794.13
50,49,808.48
50,50,825.52
50,51,836.79
50,52,850.23
50,53,860.39
50,54,872.84
50,55,882.51
50,56,894.41
50,57,903.54
50,58,914.78
50,59,923.54
50,60,934.59
50,61,942.89
50,62,953.49
50,63,961.25
50,64,971.47
50,65,978.79
50,66,988.6
50,67,995.47
50,68,1004.84
50,69,1011.48
50,70,1020.54
50,71,1026.8
50,72,1035.63
50,73,1041.59
50,74,1050.1
50,75,1055.79
50,76,1064.02
50,77,1069.47
50,78,1077.42
50,79,1082.66
50,80,1090.31
50,81,1095.15
50,82,1102.23
50,83,1104.73
50,84,1109.09
50,85,1110.91
50,86,1114.71
50,87,1116.3
50,88,1119.84
50,89,1121.11
50,90,1124.43
50,91,1125.39
50,92,1128.62
50,93,1129.62
50,94,1132.7
50,95,1133.21
50,96,1136.23
50,97,1137.45
50,98,1140.12
50,99,1141.0
50,100,1143.52
50,101,1144.21
50,102,1146.46
50,103,1146.9
50,104,1148.88
50,105,1148.97
50,106,1150.71
50,107,1150.62
50,108,1152.25
50,109,1152.08
50,110,1153.45
50,111,1153.04
50,112,1154.41
50,113,1154.02
50,114,1155.46
50,115,1155.02
50,116,1156.29
50,117,1155.73
50,118,1156.79
50,119,1156.01
51,46,755.45
51,47,771.4
51,48,789.57
51,49,804.68
51,50,821.78
51,51,834.12
51,52,848.01
51,53,858.77
51,54,871.44
51,55,881.94
51,56,894.08
51,57,904.1
51,58,915.73
51,59,925.29
51,60,936.4
51,61,945.39
51,62,956.11
51,63,964.38
51,64,974.75
51,65,982.91
51,66,992.82
51,67,1000.56
51,68,1010.04
51,69,1017.27
51,70,1026.48
51,71,1033.41
51,72,1042.2
51,73,1048.81
51,74,1057.28
51,75,1063.6
51,76,1071.89
51,77,1077.97
51,78,1085.96
51,79,1091.79
51,80,1099.55
51,81,1104.86
51,82,1111.99
51,83,1115.21
51,84,1119.55
51,85,1121.96
51,86,1125.88
51,87,1128.03
51,88,1131.77
51,89,1133.72
51,90,1137.17
51,91,1138.96
51,92,1142.29
51,93,1143.77
51,94,1146.92
51,95,1148.48
51,96,1151.55
51,97,1153.32
51,98,1156.13
51,99,1157.37
51,100,1159.98
51,101,1161.07
51,102,1163.38
51,103,1164.31
51,104,1166.29
51,105,1166.98
51,106,1168.74
51,107,1169.14
51,108,1170.81
51,109,1171.04
51,110,1172.5
51,111,1172.73
51,112,1173.8
51,113,1173.86
51,114,1175.37
51,115,1175.26
51,116,1176.53
51,117,1176.5
51,118,1177.59
51,119,1177.73
51,120,1178.19
51,121,1178.12
52,47,768.49
52,48,787.4
52,49,802.61
52,50,820.43
52,51,833.2
52,52,848.09
52,53,859.04
52,54,872.41
52,55,883.19
52,56,896.11
52,57,906.26
52,58,918.68
52,59,928.25
52,60,940.13
52,61,949.39
52,62,960.87
52,63,969.55
52,64,980.42
52,65,988.68
52,66,999.04
52,67,1007.07
52,68,1017.05
52,69,1024.6
52,70,1034.11
52,71,1041.12
52,72,1050.51
52,73,1057.21
52,74,1066.31
52,75,1072.7
52,76,1081.45
52,77,1087.58
52,78,1096.4
52,79,1102.2
52,80,1110.68
52,81,1116.03
52,82,1123.77
52,83,1127.0
52,84,1132.02
52,85,1134.46
52,86,1138.92
52,87,1141.12
52,88,1145.43
52,89,1147.56
52,90,1151.81
52,91,1153.7
52,92,1157.7
52,93,1159.61
52,94,1163.38
52,95,1165.39
52,96,1168.97
52,97,1170.57
52,98,1173.86
52,99,1175.21
52,100,1178.26
52,101,1179.35
52,102,1182.29
52,103,1183.17
52,104,1185.73
52,105,1186.35
52,106,1188.66
52,107,1189.02
52,108,1191.13
52,109,1191.39
52,110,1193.25
52,111,1193.34
52,112,1194.92
52,113,1194.92
52,114,1196.84
52,115,1196.82
52,116,1198.49
52,117,1198.46
52,118,1199.96
52,119,1199.72
52,120,1200.93
52,121,1200.81
52,122,1202.23
52,123,1201.99
52,124,1203.04
53,48,781.84
53,49,797.77
53,50,815.65
53,51,829.23
53,52,844.19
53,53,856.41
53,54,870.57
53,55,882.12
53,56,895.29
53,57,906.16
53,58,918.79
53,59,929.46
53,60,941.48
53,61,951.34
53,62,962.85
53,63,972.28
53,64,983.31
53,65,992.25
53,66,1002.77
53,67,1011.19
53,68,1021.32
53,69,1029.46
53,70,1039.1
53,71,1046.7
53,72,1056.0
53,73,1062.97
53,74,1071.96
53,75,1079.01
53,76,1087.96
53,77,1094.67
53,78,1103.32
53,79,1109.86
53,80,1118.24
53,81,1124.22
53,82,1131.99
53,83,1135.76
53,84,1140.89
53,85,1143.98
53,86,1148.42
53,87,1151.51
53,88,1156.02
53,89,1158.85
53,90,1163.21
53,91,1165.9
53,92,1170.17
53,93,1172.5
53,94,1176.67
53,95,1179.02
53,96,1182.71
53,97,1184.81
53,98,1188.3
53,99,1190.22
53,100,1193.24
53,101,1194.97
53,102,1197.87
53,103,1199.38
53,104,1201.89
53,105,1203.08
53,106,1205.37
53,107,1206.22
53,108,1208.38
53,109,1209.11
53,110,1210.99
53,111,1211.6
53,112,1213.32
53,113,1213.76
53,114,1215.22
53,115,1215.76
53,116,1217.34
53,117,1217.71
53,118,1219.23
53,119,1219.41
53,120,1220.66
53,121,1220.86
53,122,1222.3
53,123,1222.5
53,124,1223.64
53,125,1223.68
53,126,1224.57
54,49,794.48
54,50,813.09
54,51,826.7
54,52,842.5
54,53,855.44
54,54,870.61
54,55,882.49
54,56,896.47
54,57,907.95
54,58,921.2
54,59,931.7
54,60,944.41
54,61,954.53
54,62,966.77
54,63,976.27
54,64,987.97
54,65,997.08
54,66,1008.3
54,67,1016.81
54,68,1027.49
54,69,1035.6
54,70,1045.77
54,71,1053.58
54,72,1063.54
54,73,1070.71
54,74,1080.16
54,75,1087.19
54,76,1096.16
54,77,1103.14
54,78,1112.07
54,79,1118.85
54,80,1127.86
54,81,1133.89
54,82,1142.31
54,83,1146.2
54,84,1151.81
54,85,1154.81
54,86,1160.24
54,87,1163.49
54,88,1168.72
54,89,1171.81
54,90,1176.76
54,91,1179.78
54,92,1184.44
54,93,1187.25
54,94,1191.74
54,95,1194.26
54,96,1198.41
54,97,1200.64
54,98,1204.61
54,99,1206.55
54,100,1210.19
54,101,1212.04
54,102,1215.34
54,103,1216.9
54,104,1220.01
54,105,1221.13
54,106,1223.97
54,107,1224.85
54,108,1227.42
54,109,1228.14
54,110,1230.52
54,111,1231.09
54,112,1233.18
54,113,1233.66
54,114,1235.66
54,115,1235.85
54,116,1237.8
54,117,1238.13
54,118,1240.26
54,119,1240.41
54,120,1242.02
54,121,1242.17
54,122,1244.01
54,123,1244.23
54,124,1245.78
54,125,1245.85
54,126,1247.15
54,127,1244.94
54,128,1244.31
55,51,821.91
55,52,838.11
55,53,851.86
55,54,867.42
55,55,880.86
55,56,895.28
55,57,907.05
55,58,920.53
55,59,931.72
55,60,944.62
55,61,955.44
55,62,967.79
55,63,977.99
55,64,989.69
55,65,999.48
55,66,1010.88
55,67,1020.09
55,68,1030.8
55,69,1039.59
55,70,1049.78
55,71,1058.11
55,72,1068.03
55,73,1076.0
55,74,1085.33
55,75,1092.89
55,76,1101.8
55,77,1109.1
55,78,1118.2
55,79,1125.33
55,80,1134.39
55,81,1141.01
55,82,1149.51
55,83,1153.99
55,84,1159.69
55,85,1163.39
55,86,1168.96
55,87,1173.06
55,88,1178.48
55,89,1182.24
55,90,1187.28
55,91,1190.94
55,92,1195.62
55,93,1199.02
55,94,1203.56
55,95,1206.69
55,96,1210.88
55,97,1213.78
55,98,1217.71
55,99,1220.21
55,100,1223.91
55,101,1226.33
55,102,1229.8
55,103,1231.72
55,104,1234.9
55,105,1236.51
55,106,1239.37
55,107,1240.75
55,108,1243.38
55,109,1244.57
55,110,1246.94
55,111,1247.97
55,112,1250.14
55,113,1250.95
55,114,1253.01
55,115,1253.61
55,116,1255.6
55,117,1256.3
55,118,1258.32
55,119,1258.92
55,120,1260.39
55,121,1261.05
55,122,1262.88
55,123,1263.52
55,124,1265.1
55,125,1265.6
55,126,1266.86
55,127,1265.13
55,128,1264.53
55,129,1262.42
55,130,1261.56
56,52,835.66
56,53,849.69
56,54,866.53
56,55,879.9
56,56,895.36
56,57,907.37
56,58,921.58
56,59,933.01
56,60,946.8
56,61,957.77
56,62,970.86
56,63,981.09
56,64,993.39
56,65,1003.24
56,66,1015.29
56,67,1024.64
56,68,1035.97
56,69,1044.87
56,70,1055.64
56,71,1064.02
56,72,1074.38
56,73,1082.41
56,74,1092.45
56,75,1099.91
56,76,1109.31
56,77,1116.6
56,78,1126.09
56,79,1133.23
56,80,1142.89
56,81,1149.66
56,82,1158.72
56,83,1163.3
56,84,1169.61
56,85,1173.41
56,86,1179.62
56,87,1183.92
56,88,1189.97
56,89,1193.87
56,90,1199.8
56,91,1203.33
56,92,1208.73
56,93,1212.35
56,94,1217.43
56,95,1220.59
56,96,1225.37
56,97,1228.33
56,98,1232.84
56,99,1235.43
56,100,1239.7
56,101,1242.1
56,102,1246.05
56,103,1248.17
56,104,1251.68
56,105,1253.45
56,106,1256.66
56,107,1258.12
56,108,1261.06
56,109,1262.34
56,110,1265.11
56,111,1266.16
56,112,1268.7
56,113,1269.61
56,114,1272.04
56,115,1272.53
56,116,1275.03
56,117,1275.78
56,118,1278.05
56,119,1278.65
56,120,1280.56
56,121,1281.21
56,122,1283.26
56,123,1284.11
56,124,1286.11
56,125,1286.54
56,126,1288.22
56,127,1286.57
56,128,1286.33
56,129,1284.26
56,130,1283.82
56,131,1282.15
56,132,1282.02
56,133,1280.53
57,53,845.52
57,54,862.1
57,55,876.28
57,56,892.05
57,57,905.01
57,58,919.82
57,59,932.22
57,60,946.22
57,61,957.89
57,62,971.04
57,63,981.97
57,64,994.37
57,65,1004.87
57,66,1016.95
57,67,1026.83
57,68,1038.25
57,69,1047.7
57,70,1058.52
57,71,1067.44
57,72,1077.78
57,73,1086.31
57,74,1096.27
57,75,1104.29
57,76,1113.99
57,77,1121.69
57,78,1131.16
57,79,1138.78
57,80,1148.32
57,81,1155.79
57,82,1164.88
57,83,1169.99
57,84,1176.37
57,85,1180.9
57,86,1187.31
57,87,1192.25
57,88,1198.45
57,89,1203.21
57,90,1208.92
57,91,1213.16
57,92,1218.91
57,93,1223.07
57,94,1228.23
57,95,1231.95
57,96,1236.86
57,97,1240.34
57,98,1244.9
57,99,1248.0
57,100,1252.36
57,101,1255.23
57,102,1259.21
57,103,1261.81
57,104,1265.33
57,105,1267.56
57,106,1270.8
57,107,1272.68
57,108,1275.65
57,109,1277.31
57,110,1280.16
57,111,1281.64
57,112,1284.27
57,113,1285.7
57,114,1288.04
57,115,1289.1
57,116,1291.49
57,117,1292.72
57,118,1294.97
57,119,1295.94
57,120,1297.99
57,121,1298.97
57,122,1300.93
57,123,1302.24
57,124,1304.26
57,125,1305.08
57,126,1306.76
57,127,1305.57
57,128,1305.34
57,129,1303.71
57,130,1303.25
57,131,1302.06
57,132,1302.0
57,133,1300.85
57,134,1300.65
57,135,1299.48
58,55,874.02
58,56,890.51
58,57,904.09
58,58,920.01
58,59,932.66
58,60,947.47
58,61,959.27
58,62,973.1
58,63,984.19
58,64,997.32
58,65,1007.87
58,66,1020.44
58,67,1030.43
58,68,1042.42
58,69,1051.9
58,70,1063.26
58,71,1072.21
58,72,1083.07
58,73,1091.65
58,74,1102.22
58,75,1110.3
58,76,1120.45
58,77,1128.33
58,78,1138.13
58,79,1145.84
58,80,1155.87
58,81,1163.46
58,82,1173.12
58,83,1178.35
58,84,1185.3
58,85,1189.88
58,86,1196.88
58,87,1201.9
58,88,1208.96
58,89,1213.47
58,90,1219.82
58,91,1224.53
58,92,1230.88
58,93,1235.12
58,94,1240.95
58,95,1244.8
58,96,1250.27
58,97,1253.85
58,98,1258.94
58,99,1262.17
58,100,1266.94
58,101,1269.86
58,102,1274.3
58,103,1276.94
58,104,1280.9
58,105,1283.16
58,106,1286.86
58,107,1288.78
58,108,1292.26
58,109,1293.93
58,110,1297.12
58,111,1298.73
58,112,1301.71
58,113,1303.14
58,114,1305.96
58,115,1307.18
58,116,1309.81
58,117,1311.06
58,118,1313.66
58,119,1314.51
58,120,1317.03
58,121,1317.92
58,122,1320.36
58,123,1321.69
58,124,1324.14
58,125,1325.01
58,126,1327.13
58,127,1325.88
58,128,1326.14
58,129,1324.49
58,130,1324.47
58,131,1323.37
58,132,1323.63
58,133,1322.56
58,134,1322.83
58,135,1321.59
58,136,1321.78
58,137,1320.79
59,56,886.44
59,57,900.88
59,58,917.14
59,59,930.78
59,60,945.94
59,61,958.43
59,62,972.43
59,63,984.21
59,64,997.33
59,65,1008.57
59,66,1021.11
59,67,1031.69
59,68,1043.7
59,69,1053.76
59,70,1065.18
59,71,1074.64
59,72,1085.47
59,73,1094.57
59,74,1105.12
59,75,1113.72
59,76,1123.94
59,77,1132.4
59,78,1142.21
59,79,1150.44
59,80,1160.4
59,81,1168.53
59,82,1178.27
59,83,1184.07
59,84,1191.09
59,85,1196.4
59,86,1203.47
59,87,1209.25
59,88,1216.17
59,89,1221.39
59,90,1228.1
59,91,1233.44
59,92,1239.88
59,93,1244.7
59,94,1250.66
59,95,1255.13
59,96,1260.6
59,97,1264.68
59,98,1269.85
59,99,1273.63
59,100,1278.42
59,101,1281.92
59,102,1286.39
59,103,1289.46
59,104,1293.48
59,105,1296.13
59,106,1299.84
59,107,1302.23
59,108,1305.72
59,109,1307.84
59,110,1311.02
59,111,1313.02
59,112,1316.05
59,113,1317.91
59,114,1320.71
59,115,1322.53
59,116,1325.04
59,117,1326.83
59,118,1329.43
59,119,1330.63
59,120,1333.12
59,121,1334.36
59,122,1336.88
59,123,1338.68
59,124,1341.14
59,125,1342.4
59,126,1344.49
59,127,1343.71
59,128,1343.95
59,129,1342.78
59,130,1342.96
59,131,1342.22
59,132,1342.56
59,133,1341.86
59,134,1342.1
59,135,1341.33
59,136,1341.78
59,137,1341.03
59,138,1341.34
59,139,1340.3
60,58,915.92
60,59,929.97
60,60,946.23
60,61,958.9
60,62,973.51
60,63,985.33
60,64,999.15
60,65,1010.39
60,66,1023.6
60,67,1034.24
60,68,1046.84
60,69,1056.93
60,70,1068.89
60,71,1078.33
60,72,1089.66
60,73,1098.85
60,74,1110.0
60,75,1118.66
60,76,1129.37
60,77,1137.89
60,78,1148.26
60,79,1156.41
60,80,1167.07
60,81,1175.23
60,82,1185.55
60,83,1191.36
60,84,1199.01
60,85,1204.29
60,86,1211.91
60,87,1217.72
60,88,1225.26
60,89,1230.69
60,90,1238.15
60,91,1243.55
60,92,1250.67
60,93,1255.65
60,94,1262.16
60,95,1266.68
60,96,1272.8
60,97,1276.98
60,98,1282.73
60,99,1286.54
60,100,1291.86
60,101,1295.38
60,102,1300.34
60,103,1303.45
60,104,1307.89
60,105,1310.56
60,106,1314.7
60,107,1317.16
60,108,1321.1
60,109,1323.26
60,110,1326.91
60,111,1328.85
60,112,1332.41
60,113,1334.27
60,114,1337.57
60,115,1339.29
60,116,1342.28
60,117,1344.04
60,118,1347.01
